game_id,competition_id,season,round,date,home_club_id,away_club_id,home_club_goals,away_club_goals,home_club_position,away_club_position,attendance,home_club_formation,away_club_formation,aggregate
2342368,NL1,2013,12,2013-11-02,610.0,499.0,0.0,1.0,6.0,2.0,51377.0,5,4.0,6
2342407,NL1,2013,16,2013-12-08,306.0,234.0,1.0,2.0,8.0,4.0,25700.0,4,5.0,16
2342424,NL1,2013,15,2013-11-30,306.0,1435.0,3.0,1.0,7.0,13.0,22600.0,4,5.0,17
2342435,NL1,2013,23,2014-02-07,499.0,1268.0,0.0,0.0,4.0,18.0,16753.0,4,4.0,0
2342440,NL1,2013,23,2014-02-09,1304.0,133.0,1.0,1.0,11.0,15.0,8325.0,4,5.0,1
2342463,NL1,2013,23,2014-02-09,202.0,306.0,1.0,3.0,9.0,5.0,20193.0,5,4.0,17
2345733,SC1,2013,2,2013-08-10,1519.0,2451.0,0.0,1.0,8.0,1.0,6664.0,1,1.0,6
2346019,TR1,2013,2,2013-08-26,449.0,126.0,2.0,1.0,12.0,9.0,19000.0,1,1.0,16
2346029,TR1,2013,3,2013-09-01,1506.0,820.0,1.0,0.0,2.0,11.0,3159.0,3,1.0,6
2346044,TR1,2013,5,2013-09-21,2381.0,10484.0,1.0,2.0,11.0,6.0,9000.0,1,1.0,16
2346083,TR1,2013,9,2013-10-27,3205.0,141.0,2.0,4.0,18.0,5.0,13600.0,1,1.0,24
2346106,TR1,2013,12,2013-11-23,126.0,3205.0,0.0,2.0,10.0,17.0,5000.0,1,3.0,7
2346118,TR1,2013,13,2013-11-30,3205.0,19771.0,0.0,0.0,17.0,11.0,6500.0,3,3.0,0
2346134,TR1,2013,15,2013-12-15,820.0,141.0,1.0,1.0,14.0,4.0,15000.0,1,17.0,1
2346181,TR1,2013,20,2014-02-08,141.0,825.0,3.0,0.0,2.0,8.0,42000.0,5,3.0,8
2346188,TR1,2013,20,2014-02-09,2381.0,36.0,2.0,0.0,4.0,1.0,15060.0,1,1.0,7
2346328,TR1,2013,28,2014-04-05,589.0,2293.0,1.0,1.0,16.0,13.0,5250.0,5,1.0,1
2346387,TR1,2013,34,2014-05-17,20.0,524.0,3.0,1.0,8.0,15.0,,1,1.0,17
2350361,GB1,2013,1,2013-08-17,1123.0,29.0,2.0,2.0,11.0,10.0,26824.0,1,1.0,2
2350379,GB1,2013,3,2013-08-31,1123.0,180.0,1.0,0.0,9.0,10.0,26819.0,3,3.0,6
2351898,GR1,2013,2,2013-08-24,2079.0,653.0,2.0,0.0,4.0,17.0,514.0,1,4.0,7
2351902,GR1,2013,2,2013-08-26,5220.0,2672.0,2.0,0.0,5.0,16.0,941.0,1,1.0,7
2351930,GR1,2013,5,2013-09-22,5220.0,169.0,1.0,1.0,8.0,11.0,873.0,1,1.0,1
2351935,GR1,2013,7,2013-10-06,2672.0,28956.0,1.0,0.0,12.0,11.0,690.0,1,1.0,6
2352029,GR1,2013,17,2013-12-22,265.0,128.0,2.0,1.0,4.0,6.0,8314.0,10,1.0,16
2352054,GR1,2013,16,2013-12-18,6418.0,21957.0,3.0,0.0,7.0,15.0,1722.0,1,1.0,8
2353763,FR1,2013,2,2013-08-18,583.0,1147.0,1.0,1.0,12.0,13.0,44413.0,3,5.0,1
2355581,IT1,2013,1,2013-08-25,46.0,252.0,2.0,0.0,3.0,17.0,42797.0,9,2.0,7
2359379,IT1,2013,18,2014-01-05,506.0,12.0,3.0,0.0,1.0,2.0,39266.0,9,8.0,8
2359423,IT1,2013,22,2014-02-01,5.0,416.0,1.0,1.0,10.0,7.0,35200.0,1,17.0,1
2359577,IT1,2013,38,2014-05-18,506.0,1390.0,3.0,0.0,1.0,15.0,39334.0,9,8.0,8
2422835,GR1,2013,21,2014-01-26,128.0,683.0,0.0,2.0,10.0,1.0,1375.0,1,1.0,7
2423713,GR1,2013,22,2014-02-01,2671.0,2672.0,2.0,1.0,10.0,14.0,1562.0,1,1.0,16
2428053,GR1,2013,26,2014-02-23,3060.0,128.0,2.0,0.0,3.0,14.0,1490.0,3,1.0,7
2446002,GR1,2013,28,2014-03-09,441.0,21957.0,3.0,1.0,15.0,17.0,1298.0,3,1.0,17
2447611,GR1,2013,29,2014-03-15,683.0,7185.0,2.0,0.0,1.0,8.0,,1,18.0,7
2452074,SC1,2013,36,2014-05-03,371.0,370.0,5.0,2.0,1.0,2.0,47468.0,13,1.0,25
2452085,SC1,2013,37,2014-05-07,2578.0,371.0,3.0,3.0,6.0,1.0,4624.0,1,13.0,3
2453106,UKR1,2013,29,2014-05-11,2740.0,339.0,1.0,4.0,8.0,2.0,280.0,1,1.0,18
2459637,NL1,2014,6,2014-09-21,234.0,610.0,0.0,1.0,14.0,2.0,47000.0,4,5.0,6
2459692,NL1,2014,12,2014-11-09,499.0,234.0,0.0,0.0,10.0,3.0,17438.0,4,4.0,0
2459713,NL1,2014,15,2014-12-06,798.0,234.0,2.0,5.0,14.0,3.0,3541.0,8,1.0,25
2459724,NL1,2014,16,2014-12-14,234.0,1090.0,2.0,2.0,4.0,5.0,47500.0,4,8.0,2
2459725,NL1,2014,16,2014-12-13,1435.0,133.0,1.0,2.0,15.0,6.0,8000.0,4,4.0,16
2459750,NL1,2014,19,2015-01-24,1455.0,798.0,1.0,0.0,18.0,13.0,3731.0,10,5.0,6
2459751,NL1,2014,19,2015-01-24,1269.0,1090.0,1.0,1.0,4.0,5.0,12250.0,4,8.0,1
2459756,NL1,2014,19,2015-01-25,1435.0,1268.0,1.0,0.0,14.0,15.0,7978.0,5,8.0,6
2459761,NL1,2014,20,2015-01-31,317.0,133.0,2.0,1.0,7.0,9.0,28100.0,4,5.0,16
2459818,NL1,2014,26,2015-03-08,610.0,798.0,1.0,0.0,2.0,13.0,39943.0,5,4.0,6
2459846,NL1,2014,29,2015-04-05,133.0,1435.0,1.0,0.0,8.0,17.0,9617.0,4,5.0,6
2459852,NL1,2014,30,2015-04-12,403.0,234.0,2.0,2.0,8.0,3.0,14400.0,4,4.0,2
2459878,NL1,2014,33,2015-05-10,1435.0,306.0,1.0,1.0,17.0,7.0,7861.0,5,4.0,1
2460653,L1,2014,4,2014-09-20,33.0,24.0,2.0,2.0,16.0,12.0,61798.0,1,7.0,2
2460752,L1,2014,15,2014-12-13,33.0,3.0,1.0,2.0,6.0,11.0,61516.0,17,6.0,16
2460756,L1,2014,15,2014-12-13,167.0,27.0,0.0,4.0,5.0,1.0,30660.0,1,5.0,9
2460765,L1,2014,16,2014-12-16,42.0,167.0,2.0,0.0,8.0,6.0,38000.0,1,1.0,7
2460835,L1,2014,24,2015-03-07,167.0,82.0,1.0,0.0,6.0,2.0,28721.0,7,1.0,6
2460848,L1,2014,25,2015-03-14,44.0,33.0,2.0,2.0,14.0,5.0,59156.0,1,18.0,2
2460853,L1,2014,26,2015-03-22,39.0,82.0,1.0,1.0,11.0,2.0,32236.0,1,1.0,1
2460925,L1,2014,34,2015-05-23,18.0,167.0,1.0,3.0,3.0,5.0,54010.0,3,1.0,17
2469448,DK1,2014,4,2014-08-10,5817.0,865.0,1.0,3.0,6.0,2.0,4119.0,3,7.0,17
2469451,DK1,2014,4,2014-08-11,3426.0,1177.0,0.0,0.0,10.0,12.0,5728.0,13,22.0,0
2469972,TR1,2014,5,2014-10-04,6894.0,141.0,1.0,2.0,17.0,3.0,5000.0,3,1.0,16
2469990,TR1,2014,7,2014-10-25,20698.0,20.0,0.0,5.0,18.0,8.0,5500.0,1,1.0,10
2470004,TR1,2014,9,2014-11-07,524.0,19771.0,1.0,0.0,5.0,7.0,3200.0,3,1.0,6
2470007,TR1,2014,9,2014-11-08,36.0,126.0,2.0,1.0,1.0,12.0,18000.0,1,3.0,16
2470100,TR1,2014,19,2015-02-07,2381.0,19771.0,2.0,0.0,12.0,13.0,5250.0,1,1.0,7
2470271,TR1,2014,24,2015-03-13,20.0,20698.0,4.0,2.0,4.0,18.0,6500.0,1,1.0,24
2470276,TR1,2014,25,2015-03-20,1506.0,2293.0,0.0,1.0,17.0,10.0,4500.0,3,5.0,6
2470293,TR1,2014,27,2015-04-20,36.0,20.0,1.0,0.0,1.0,6.0,29000.0,1,1.0,6
2470347,TR1,2014,33,2015-05-24,1506.0,2381.0,2.0,1.0,16.0,13.0,2000.0,1,1.0,16
2470359,TR1,2014,34,2015-05-30,126.0,141.0,1.0,1.0,15.0,1.0,2000.0,1,1.0,1
2475272,ES1,2014,10,2014-10-31,897.0,3709.0,1.0,2.0,15.0,10.0,20150.0,1,1.0,16
2475277,ES1,2014,10,2014-11-01,131.0,940.0,0.0,1.0,4.0,6.0,71468.0,5,5.0,6
2475293,ES1,2014,12,2014-11-23,1050.0,3709.0,2.0,1.0,8.0,10.0,19500.0,13,1.0,16
2475315,ES1,2014,14,2014-12-07,131.0,714.0,5.0,1.0,2.0,13.0,76057.0,5,3.0,19
2475356,ES1,2014,18,2015-01-10,1533.0,3709.0,2.0,1.0,8.0,14.0,4115.0,1,3.0,16
2475437,ES1,2014,26,2015-03-06,3368.0,1533.0,2.0,1.0,17.0,14.0,16922.0,3,1.0,16
2475485,ES1,2014,31,2015-04-13,1049.0,3368.0,3.0,0.0,4.0,17.0,41935.0,7,3.0,8
2475505,ES1,2014,33,2015-04-25,714.0,131.0,0.0,2.0,9.0,1.0,30253.0,13,5.0,7
2475511,ES1,2014,34,2015-04-29,1050.0,13.0,0.0,1.0,6.0,3.0,18725.0,13,3.0,6
2475543,ES1,2014,37,2015-05-17,13.0,131.0,0.0,1.0,3.0,1.0,53254.0,13,5.0,6
2477952,UKR1,2014,2,2014-08-01,2740.0,660.0,1.0,2.0,10.0,1.0,8300.0,1,3.0,16
2478603,IT1,2014,2,2014-09-13,506.0,410.0,2.0,0.0,2.0,8.0,38217.0,9,18.0,7
2478618,IT1,2014,4,2014-09-24,1390.0,416.0,1.0,2.0,19.0,12.0,9400.0,5,17.0,16
2478628,IT1,2014,5,2014-09-27,800.0,506.0,0.0,3.0,15.0,1.0,22074.0,3,9.0,8
2478629,IT1,2014,5,2014-09-28,1429.0,5.0,1.0,1.0,13.0,6.0,22027.0,10,1.0,1
2478683,IT1,2014,10,2014-11-01,6195.0,12.0,2.0,0.0,5.0,2.0,30157.0,1,5.0,7
2478692,IT1,2014,11,2014-11-09,46.0,276.0,2.0,2.0,9.0,10.0,27314.0,17,7.0,2
2478721,IT1,2014,14,2014-12-07,252.0,5.0,1.0,0.0,3.0,7.0,21319.0,5,5.0,6
2478722,IT1,2014,14,2014-12-08,276.0,1038.0,1.0,3.0,14.0,4.0,18390.0,9,5.0,17
2478733,IT1,2014,15,2014-12-13,398.0,800.0,3.0,0.0,5.0,15.0,24477.0,5,8.0,8
2478768,IT1,2014,19,2015-01-18,1429.0,416.0,2.0,3.0,19.0,13.0,14910.0,10,9.0,23
2478773,IT1,2014,19,2015-01-18,398.0,6195.0,0.0,1.0,5.0,3.0,26857.0,5,1.0,6
2478823,IT1,2014,24,2015-02-22,398.0,458.0,2.0,1.0,4.0,9.0,27186.0,5,9.0,16
2478830,IT1,2014,25,2015-03-01,1390.0,276.0,1.0,2.0,18.0,14.0,14000.0,2,5.0,16
2478843,IT1,2014,26,2015-03-08,6195.0,46.0,2.0,2.0,3.0,9.0,36646.0,1,8.0,2
2478872,IT1,2014,29,2015-04-04,458.0,5.0,1.0,2.0,11.0,9.0,15113.0,2,5.0,16
2480894,UKR1,2014,4,2014-08-15,6994.0,339.0,0.0,1.0,7.0,2.0,10000.0,1,1.0,6
2480896,UKR1,2014,5,2014-08-31,2783.0,6414.0,1.0,1.0,12.0,5.0,2700.0,1,1.0,1
2481052,SC1,2014,8,2014-09-27,370.0,2451.0,3.0,2.0,6.0,4.0,11414.0,13,1.0,23
2481071,SC1,2014,11,2014-10-25,511.0,2999.0,2.0,0.0,7.0,2.0,6035.0,10,1.0,7
2482108,FR1,2014,1,2014-08-09,855.0,618.0,0.0,2.0,19.0,2.0,16852.0,3,5.0,7
2482149,FR1,2014,5,2014-09-12,1041.0,162.0,2.0,1.0,13.0,19.0,34099.0,8,5.0,16
2482174,FR1,2014,7,2014-09-25,618.0,40.0,1.0,1.0,3.0,2.0,25510.0,1,1.0,1
2482179,FR1,2014,8,2014-09-28,244.0,618.0,2.0,1.0,1.0,6.0,55367.0,1,1.0,16
2482181,FR1,2014,8,2014-09-27,162.0,417.0,0.0,1.0,12.0,8.0,8941.0,1,1.0,6
2482187,FR1,2014,9,2014-10-04,14171.0,347.0,3.0,0.0,15.0,9.0,10937.0,1,1.0,8
2482223,FR1,2014,12,2014-11-02,995.0,273.0,1.0,1.0,6.0,11.0,31893.0,1,7.0,1
2482224,FR1,2014,12,2014-11-01,417.0,1041.0,1.0,3.0,10.0,3.0,15677.0,1,8.0,17
2482244,FR1,2014,14,2014-11-22,417.0,1421.0,0.0,0.0,12.0,11.0,15207.0,5,1.0,0
2482266,FR1,2014,17,2014-12-06,1162.0,417.0,2.0,3.0,19.0,11.0,13487.0,3,1.0,23
2482267,FR1,2014,17,2014-12-07,14171.0,1041.0,2.0,3.0,15.0,3.0,13064.0,3,8.0,23
2482283,FR1,2014,18,2014-12-14,417.0,618.0,0.0,0.0,12.0,4.0,18493.0,1,1.0,0
2482292,FR1,2014,19,2014-12-20,273.0,1421.0,1.0,3.0,8.0,9.0,17739.0,5,1.0,17
2482315,FR1,2014,22,2015-01-24,595.0,40.0,0.0,0.0,14.0,7.0,11571.0,12,4.0,0
2482326,FR1,2014,23,2015-01-31,244.0,14171.0,1.0,0.0,2.0,18.0,46579.0,1,1.0,6
2482352,FR1,2014,25,2015-02-13,244.0,1421.0,2.0,2.0,2.0,14.0,43653.0,1,1.0,2
2482362,FR1,2014,26,2015-02-22,855.0,969.0,0.0,2.0,8.0,7.0,13942.0,1,1.0,7
2482396,FR1,2014,30,2015-03-21,595.0,855.0,0.0,0.0,13.0,10.0,,1,1.0,0
2482404,FR1,2014,30,2015-03-21,1041.0,417.0,1.0,2.0,2.0,12.0,36300.0,8,1.0,16
2482436,FR1,2014,34,2015-04-25,1162.0,855.0,0.0,2.0,15.0,11.0,18807.0,7,1.0,7
2482461,FR1,2014,36,2015-05-10,826.0,969.0,0.0,1.0,20.0,7.0,8343.0,5,5.0,6
2483937,RU1,2014,2,2014-08-08,4128.0,28095.0,0.0,1.0,14.0,9.0,8300.0,1,1.0,6
2485969,RU1,2014,4,2014-08-17,1083.0,16704.0,0.0,2.0,15.0,5.0,11250.0,1,5.0,7
2485971,RU1,2014,4,2014-08-18,2439.0,4128.0,1.0,0.0,7.0,14.0,7112.0,1,11.0,6
2486543,GB1,2014,8,2014-10-18,29.0,405.0,3.0,0.0,13.0,12.0,39505.0,1,5.0,8
2486548,GB1,2014,8,2014-10-20,984.0,985.0,2.0,2.0,14.0,6.0,25794.0,12,1.0,2
2486580,GB1,2014,12,2014-11-22,29.0,379.0,2.0,1.0,9.0,6.0,39182.0,1,17.0,16
2486638,GB1,2014,17,2014-12-20,379.0,1003.0,2.0,0.0,4.0,20.0,34977.0,1,5.0,7
2486646,GB1,2014,18,2014-12-26,289.0,3008.0,1.0,3.0,14.0,17.0,44817.0,7,12.0,17
2486674,GB1,2014,21,2015-01-10,1003.0,405.0,1.0,0.0,20.0,13.0,31728.0,3,5.0,6
2486691,GB1,2014,23,2015-01-31,873.0,29.0,0.0,1.0,13.0,12.0,25197.0,1,1.0,6
2486742,GB1,2014,28,2015-03-03,180.0,873.0,1.0,0.0,7.0,12.0,28351.0,1,12.0,6
2486743,GB1,2014,28,2015-03-04,379.0,631.0,0.0,1.0,10.0,1.0,34927.0,8,1.0,6
2486808,GB1,2014,34,2015-04-25,984.0,31.0,0.0,0.0,13.0,5.0,26663.0,13,7.0,0
2486844,GB1,2014,38,2015-05-24,3008.0,985.0,0.0,0.0,18.0,4.0,24745.0,9,7.0,0
2489356,GR1,2014,1,2014-08-23,5219.0,7185.0,2.0,1.0,4.0,12.0,733.0,1,18.0,16
2490868,PO1,2014,18,2015-01-25,979.0,982.0,2.0,3.0,10.0,12.0,1609.0,5,1.0,23
2490874,PO1,2014,18,2015-01-24,2420.0,2424.0,2.0,2.0,4.0,18.0,11291.0,3,1.0,2
2493786,RU1,2014,7,2014-09-13,964.0,121.0,3.0,2.0,1.0,3.0,14012.0,1,1.0,23
2493792,RU1,2014,7,2014-09-15,4128.0,11127.0,2.0,1.0,12.0,15.0,8300.0,11,1.0,16
2494390,GR1,2014,10,2014-11-09,2672.0,21957.0,0.0,0.0,13.0,12.0,972.0,1,5.0,0
2494393,GR1,2014,10,2014-11-09,169.0,28956.0,0.0,2.0,15.0,3.0,1172.0,1,1.0,7
2494399,GR1,2014,11,2015-01-11,653.0,5219.0,3.0,2.0,18.0,11.0,2912.0,1,1.0,23
2494421,GR1,2014,13,2014-12-08,7185.0,5220.0,0.0,0.0,14.0,16.0,1046.0,18,7.0,0
2494423,GR1,2014,14,2014-12-14,6676.0,2079.0,2.0,0.0,3.0,5.0,1383.0,1,1.0,7
2494428,GR1,2014,14,2014-12-14,169.0,653.0,2.0,0.0,14.0,18.0,840.0,1,12.0,7
2494433,GR1,2014,15,2014-12-17,3060.0,2672.0,1.0,0.0,8.0,13.0,653.0,3,1.0,6
2494441,GR1,2014,16,2014-12-21,6676.0,128.0,2.0,1.0,3.0,9.0,1709.0,1,1.0,16
2494453,GR1,2014,17,2015-01-04,2672.0,5220.0,1.0,1.0,13.0,16.0,666.0,1,4.0,1
2494463,GR1,2014,18,2015-01-14,265.0,2672.0,1.0,0.0,3.0,13.0,5820.0,5,21.0,6
2494503,GR1,2014,22,2015-02-04,6676.0,21957.0,1.0,0.0,5.0,14.0,1087.0,1,1.0,6
2494567,BE1,2014,9,2014-09-27,520.0,968.0,1.0,2.0,13.0,3.0,5850.0,4,4.0,16
2498291,UKR1,2014,10,2014-12-05,660.0,6996.0,4.0,1.0,3.0,11.0,3417.0,1,1.0,18
2500263,RU1,2014,9,2014-09-28,932.0,4128.0,3.0,1.0,9.0,12.0,8851.0,1,11.0,17
2503763,BE1,2014,14,2014-11-01,58.0,498.0,1.0,1.0,1.0,4.0,25361.0,17,13.0,1
2504275,UKR1,2014,12,2014-11-09,6993.0,6414.0,1.0,3.0,13.0,4.0,350.0,1,1.0,17
2505056,SC1,2014,18,2014-12-27,371.0,2759.0,0.0,0.0,1.0,12.0,45798.0,1,6.0,0
2505059,SC1,2014,18,2014-12-27,2553.0,2999.0,1.0,0.0,7.0,4.0,3921.0,12,12.0,6
2508361,RU1,2014,12,2014-11-02,932.0,121.0,4.0,2.0,8.0,7.0,10271.0,1,1.0,24
2509348,RU1,2014,13,2014-11-08,964.0,3725.0,1.0,3.0,1.0,4.0,15244.0,1,1.0,17
2512199,PO1,2014,23,2015-03-01,3327.0,979.0,1.0,2.0,18.0,10.0,958.0,1,4.0,16
2512789,BE1,2014,20,2014-12-21,2282.0,1184.0,4.0,1.0,1.0,4.0,28000.0,4,4.0,18
2512795,RU1,2014,14,2014-11-23,121.0,3725.0,3.0,0.0,4.0,6.0,4856.0,1,1.0,8
2518651,GR1,2014,29,2015-03-22,6676.0,5220.0,2.0,1.0,4.0,16.0,1344.0,1,1.0,16
2518653,GR1,2014,29,2015-03-23,21957.0,28956.0,1.0,0.0,15.0,10.0,1191.0,3,1.0,6
2518676,GR1,2014,32,2015-04-25,265.0,128.0,2.0,0.0,2.0,8.0,4660.0,1,1.0,7
2518697,GR1,2014,34,2015-05-10,6418.0,2079.0,2.0,0.0,7.0,14.0,2406.0,1,1.0,7
2526221,PO1,2014,29,2015-04-19,3327.0,8024.0,0.0,2.0,18.0,15.0,1095.0,1,4.0,7
2526240,PO1,2014,31,2015-05-02,2424.0,294.0,0.0,5.0,17.0,1.0,8532.0,5,16.0,10
2528850,UKR1,2014,23,2015-05-10,339.0,10690.0,0.0,2.0,3.0,4.0,11507.0,1,1.0,7
2529657,SC1,2014,33,2015-04-11,2451.0,371.0,1.0,1.0,3.0,1.0,6059.0,1,1.0,1
2532375,BE1,2014,26,2015-02-15,2282.0,498.0,1.0,1.0,1.0,8.0,28000.0,5,4.0,1
2532541,DK1,2014,33,2015-06-07,865.0,5817.0,2.0,1.0,1.0,10.0,11535.0,7,18.0,16
2537190,RU1,2014,18,2015-03-07,964.0,11127.0,3.0,0.0,1.0,14.0,17606.0,1,7.0,8
2537240,RU1,2014,20,2015-03-21,1186.0,232.0,0.0,1.0,14.0,6.0,20147.0,1,14.0,6
2557614,SC1,2014,37,2015-05-16,2759.0,2999.0,2.0,1.0,10.0,6.0,3381.0,3,7.0,16
2559097,RU1,2014,26,2015-05-04,2410.0,11127.0,3.0,1.0,3.0,14.0,5000.0,1,7.0,17
2559114,RU1,2014,28,2015-05-17,16704.0,1186.0,2.0,2.0,3.0,16.0,9780.0,5,7.0,2
2568464,RU1,2014,29,2015-05-24,16704.0,1083.0,2.0,1.0,3.0,13.0,10900.0,5,9.0,16
2568468,RU1,2014,29,2015-05-25,2410.0,2698.0,3.0,0.0,2.0,5.0,10000.0,1,1.0,8
2577891,GB1,2015,2,2015-08-15,379.0,1003.0,1.0,2.0,8.0,2.0,34857.0,8,3.0,16
2577950,GB1,2015,5,2015-09-12,29.0,631.0,3.0,1.0,7.0,17.0,38311.0,1,1.0,17
2578123,GB1,2015,24,2016-02-02,1003.0,31.0,2.0,0.0,1.0,8.0,32121.0,13,1.0,7
2578149,GB1,2015,26,2016-02-13,1123.0,379.0,2.0,2.0,17.0,7.0,27101.0,3,5.0,2
2578247,GB1,2015,20,2016-01-02,289.0,405.0,3.0,1.0,19.0,20.0,41535.0,1,7.0,17
2578280,GB1,2015,35,2016-04-24,1003.0,2288.0,4.0,0.0,1.0,15.0,31962.0,13,7.0,9
2579919,SC1,2015,7,2015-09-12,2578.0,2999.0,4.0,1.0,7.0,6.0,2648.0,13,1.0,18
2579926,SC1,2015,9,2015-09-26,371.0,43.0,0.0,0.0,2.0,3.0,46297.0,1,1.0,0
2579970,SC1,2015,16,2015-11-29,2451.0,371.0,1.0,3.0,8.0,1.0,5976.0,1,1.0,17
2581155,L1,2015,1,2015-08-15,167.0,44.0,0.0,1.0,14.0,7.0,28130.0,1,7.0,6
2581249,DK1,2015,9,2015-09-21,3426.0,5724.0,0.0,2.0,10.0,3.0,5575.0,3,3.0,7
2581297,DK1,2015,17,2015-11-30,173.0,3426.0,2.0,1.0,7.0,11.0,4310.0,3,13.0,16
2581301,DK1,2015,17,2015-11-29,206.0,1053.0,0.0,2.0,5.0,2.0,10058.0,5,3.0,7
2581373,DK1,2015,29,2016-05-12,1053.0,190.0,0.0,2.0,4.0,1.0,10036.0,3,3.0,7
2581391,DK1,2015,32,2016-05-26,1053.0,865.0,0.0,0.0,5.0,3.0,7403.0,3,7.0,0
2581651,L1,2015,7,2015-09-27,16.0,105.0,2.0,2.0,2.0,9.0,81359.0,7,7.0,2
2581675,L1,2015,9,2015-10-17,33.0,44.0,2.0,1.0,3.0,5.0,61336.0,3,3.0,16
2581696,L1,2015,10,2015-10-24,39.0,86.0,1.0,3.0,13.0,14.0,30837.0,1,7.0,17
2581701,L1,2015,11,2015-11-01,41.0,42.0,1.0,2.0,10.0,14.0,54607.0,3,12.0,16
2581731,L1,2015,13,2015-11-22,4795.0,105.0,3.0,1.0,8.0,13.0,14551.0,3,1.0,17
2581788,L1,2015,18,2016-01-22,41.0,27.0,1.0,2.0,11.0,1.0,57000.0,1,14.0,16
2581814,L1,2015,19,2016-01-29,39.0,18.0,1.0,0.0,8.0,6.0,32015.0,1,7.0,6
2581824,L1,2015,20,2016-02-05,18.0,86.0,5.0,1.0,6.0,16.0,51569.0,3,3.0,19
2581827,L1,2015,20,2016-02-06,42.0,39.0,0.0,1.0,18.0,7.0,35596.0,10,1.0,6
2581843,L1,2015,21,2016-02-13,16.0,42.0,1.0,0.0,2.0,18.0,81359.0,5,7.0,6
2581847,L1,2015,21,2016-02-14,167.0,27.0,1.0,3.0,14.0,1.0,30660.0,7,7.0,17
2581976,L1,2015,31,2016-04-23,44.0,27.0,0.0,2.0,4.0,1.0,76233.0,1,7.0,7
2586843,FR1,2015,6,2015-09-19,855.0,3558.0,2.0,1.0,8.0,20.0,13490.0,3,5.0,16
2586906,FR1,2015,8,2015-09-26,995.0,583.0,1.0,4.0,14.0,1.0,31410.0,3,5.0,18
2586937,FR1,2015,10,2015-10-17,855.0,1082.0,1.0,1.0,12.0,13.0,13084.0,3,11.0,1
2586940,FR1,2015,10,2015-10-18,244.0,1158.0,1.0,1.0,16.0,10.0,32232.0,1,7.0,1
2586942,FR1,2015,10,2015-10-17,1421.0,1162.0,0.0,1.0,9.0,3.0,10555.0,3,7.0,6
2586967,FR1,2015,11,2015-10-24,3558.0,417.0,3.0,1.0,19.0,7.0,3757.0,8,8.0,17
2587002,FR1,2015,14,2015-11-22,595.0,3558.0,1.0,2.0,18.0,16.0,11985.0,1,8.0,16
2587033,BE1,2015,2,2015-08-01,2861.0,968.0,2.0,1.0,2.0,12.0,6111.0,1,17.0,16
2588980,NL1,2015,10,2015-10-25,234.0,1090.0,3.0,1.0,2.0,11.0,47500.0,4,1.0,17
2588996,NL1,2015,12,2015-11-08,133.0,202.0,2.0,2.0,16.0,8.0,9813.0,7,1.0,2
2589027,NL1,2015,16,2015-12-12,1268.0,403.0,1.0,1.0,12.0,15.0,11703.0,5,4.0,1
2589039,NL1,2015,17,2015-12-19,1304.0,202.0,2.0,1.0,4.0,8.0,10622.0,5,4.0,16
2589040,NL1,2015,17,2015-12-20,798.0,133.0,1.0,4.0,14.0,16.0,3750.0,10,5.0,18
2589071,NL1,2015,21,2016-01-29,403.0,1304.0,0.0,0.0,14.0,4.0,13100.0,4,5.0,0
2589106,NL1,2015,24,2016-02-21,234.0,192.0,1.0,1.0,7.0,14.0,47500.0,1,10.0,1
2589116,NL1,2015,26,2016-03-04,1268.0,317.0,2.0,1.0,11.0,14.0,13128.0,5,4.0,16
2589180,NL1,2015,33,2016-05-01,1090.0,642.0,4.0,1.0,4.0,17.0,16799.0,4,10.0,18
2590403,TR1,2015,2,2015-08-21,10484.0,6890.0,1.0,0.0,1.0,15.0,645.0,1,1.0,6
2590407,TR1,2015,2,2015-08-24,141.0,2944.0,1.0,2.0,13.0,7.0,25000.0,13,1.0,16
2593962,TR1,2015,8,2015-10-18,3205.0,36.0,0.0,1.0,16.0,3.0,13060.0,1,3.0,6
2593991,TR1,2015,11,2015-11-07,10484.0,19771.0,2.0,1.0,6.0,5.0,838.0,1,3.0,16
2594041,TR1,2015,16,2015-12-20,6890.0,825.0,2.0,1.0,4.0,18.0,1674.0,1,1.0,16
2594480,ES1,2015,1,2015-08-22,13.0,472.0,1.0,0.0,4.0,19.0,39735.0,13,11.0,6
2594532,ES1,2015,7,2015-10-03,472.0,1533.0,0.0,2.0,19.0,7.0,18577.0,11,7.0,7
2594550,ES1,2015,8,2015-10-17,150.0,714.0,1.0,3.0,10.0,8.0,31652.0,1,1.0,17
2594595,ES1,2015,13,2015-11-28,472.0,897.0,0.0,2.0,18.0,5.0,19148.0,12,3.0,7
2594614,ES1,2015,15,2015-12-12,131.0,897.0,2.0,2.0,1.0,6.0,65531.0,5,10.0,2
2594703,ES1,2015,24,2016-02-14,1533.0,3368.0,2.0,0.0,6.0,20.0,4766.0,1,3.0,7
2594714,ES1,2015,25,2016-02-19,3368.0,3709.0,3.0,0.0,20.0,14.0,13665.0,3,1.0,8
2594813,ES1,2015,35,2016-04-24,3709.0,1049.0,2.0,2.0,18.0,8.0,11637.0,1,1.0,2
2594820,ES1,2015,35,2016-04-23,13.0,1084.0,1.0,0.0,2.0,10.0,44396.0,3,3.0,6
2594822,ES1,2015,36,2016-05-01,1049.0,1050.0,0.0,2.0,9.0,4.0,38283.0,5,3.0,7
