game_id,competition_id,season,round,date,home_club_id,away_club_id,home_club_goals,away_club_goals,home_club_position,away_club_position,attendance,home_club_formation,away_club_formation,aggregate
2331034,FR1,2013,24,2014-02-08,1147.0,273.0,3.0,1.0,20.0,15.0,5981.0,7,4.0,17
2331082,FR1,2013,28,2014-03-08,855.0,14171.0,0.0,1.0,14.0,17.0,13543.0,3,3.0,6
2331094,FR1,2013,28,2014-03-07,244.0,417.0,0.0,1.0,6.0,12.0,36083.0,8,1.0,6
2331101,FR1,2013,28,2014-03-09,40.0,1041.0,1.0,2.0,8.0,5.0,17660.0,4,17.0,16
2331107,FR1,2013,31,2014-03-29,750.0,244.0,1.0,1.0,19.0,6.0,16328.0,3,5.0,1
2331110,FR1,2013,31,2014-03-28,417.0,583.0,0.0,1.0,11.0,1.0,35030.0,1,5.0,6
2331123,FR1,2013,34,2014-04-20,1423.0,995.0,2.0,6.0,19.0,11.0,13972.0,5,4.0,26
2331135,FR1,2013,32,2014-04-06,1423.0,1041.0,1.0,2.0,18.0,5.0,13922.0,9,8.0,16
2331162,FR1,2013,36,2014-05-07,162.0,855.0,1.0,1.0,2.0,16.0,7683.0,8,3.0,1
2332021,GB1,2013,17,2013-12-21,984.0,3008.0,1.0,1.0,16.0,12.0,24753.0,1,17.0,1
2332050,GB1,2013,14,2013-12-04,289.0,631.0,3.0,4.0,20.0,2.0,40652.0,7,1.0,29
2332053,GB1,2013,13,2013-11-30,379.0,931.0,3.0,0.0,15.0,18.0,34946.0,1,12.0,8
2332074,GB1,2013,13,2013-11-30,1123.0,873.0,1.0,0.0,14.0,20.0,26851.0,3,4.0,6
2332184,GB1,2013,29,2014-03-25,762.0,29.0,0.0,3.0,8.0,6.0,47622.0,3,1.0,8
2332234,GB1,2013,23,2014-01-29,405.0,984.0,4.0,3.0,10.0,15.0,36083.0,10,7.0,29
2332235,GB1,2013,23,2014-01-28,873.0,3008.0,1.0,0.0,14.0,13.0,22519.0,3,9.0,6
2332259,GB1,2013,37,2014-05-03,29.0,281.0,2.0,3.0,5.0,1.0,39454.0,11,3.0,23
2332288,GB1,2013,35,2014-04-19,405.0,180.0,0.0,0.0,15.0,8.0,35134.0,7,1.0,0
2334909,SC1,2013,15,2013-12-07,465.0,2451.0,0.0,0.0,8.0,2.0,3305.0,12,12.0,0
2334939,SC1,2013,9,2013-10-05,43.0,465.0,0.0,2.0,12.0,10.0,14769.0,4,12.0,7
2334986,SC1,2013,19,2013-12-29,465.0,43.0,1.0,1.0,8.0,12.0,4568.0,12,13.0,1
2335021,SC1,2013,31,2014-03-25,2759.0,370.0,1.0,1.0,9.0,3.0,3775.0,12,1.0,1
2335072,RU1,2013,3,2013-07-27,121.0,232.0,1.0,4.0,11.0,1.0,16714.0,1,5.0,18
2335158,RU1,2013,13,2013-10-20,2700.0,232.0,0.0,1.0,16.0,3.0,12200.0,1,5.0,6
2335181,RU1,2013,18,2013-12-02,1083.0,2410.0,0.0,0.0,8.0,4.0,14200.0,1,1.0,0
2335202,RU1,2013,19,2013-12-08,1083.0,232.0,0.0,1.0,10.0,3.0,15150.0,1,5.0,6
2335209,RU1,2013,20,2014-03-09,121.0,2410.0,4.0,2.0,4.0,5.0,16852.0,3,1.0,24
2335225,RU1,2013,26,2014-04-20,2698.0,232.0,2.0,1.0,10.0,5.0,13118.0,3,5.0,16
2335226,RU1,2013,26,2014-04-19,932.0,3725.0,2.0,1.0,2.0,12.0,8625.0,1,1.0,16
2335237,RU1,2013,25,2014-04-13,932.0,2700.0,0.0,0.0,2.0,16.0,11499.0,1,3.0,0
2335245,RU1,2013,24,2014-04-06,2700.0,121.0,4.0,0.0,16.0,4.0,12980.0,3,3.0,9
2335248,RU1,2013,25,2014-04-12,3725.0,1083.0,3.0,0.0,11.0,8.0,21720.0,1,1.0,8
2335264,RU1,2013,21,2014-03-16,2698.0,12438.0,3.0,1.0,9.0,13.0,4109.0,3,1.0,17
2335276,RU1,2013,28,2014-05-02,4128.0,2410.0,1.0,3.0,8.0,3.0,12400.0,1,1.0,17
2335296,RU1,2013,30,2014-05-15,2700.0,2696.0,0.0,1.0,16.0,14.0,5031.0,1,1.0,6
2335657,UKR1,2013,5,2013-08-10,6414.0,4482.0,4.0,0.0,2.0,14.0,20892.0,7,1.0,9
2335661,UKR1,2013,4,2013-08-03,10690.0,6414.0,2.0,2.0,4.0,2.0,12600.0,1,1.0,2
2335681,UKR1,2013,10,2013-09-22,6994.0,339.0,2.0,3.0,12.0,2.0,11000.0,13,3.0,23
2335714,UKR1,2013,8,2013-08-30,2227.0,6994.0,3.0,1.0,15.0,12.0,1600.0,14,3.0,17
2335726,UKR1,2013,12,2013-10-06,338.0,2783.0,9.0,1.0,6.0,11.0,14935.0,1,1.0,35
2335761,UKR1,2013,18,2013-11-29,2783.0,2740.0,4.0,1.0,8.0,6.0,1500.0,1,1.0,18
2335773,UKR1,2013,28,2014-05-03,6994.0,2740.0,0.0,1.0,14.0,8.0,2500.0,1,1.0,6
2335778,UKR1,2013,28,2014-05-04,2227.0,2783.0,0.0,1.0,15.0,7.0,1200.0,1,1.0,6
2335782,UKR1,2013,26,2014-04-20,6994.0,6414.0,0.0,3.0,14.0,3.0,1800.0,1,1.0,8
2335794,UKR1,2013,21,2014-03-16,6994.0,660.0,0.0,3.0,15.0,1.0,9800.0,1,1.0,8
2335817,UKR1,2013,22,2014-05-07,16245.0,6414.0,0.0,2.0,9.0,3.0,850.0,1,1.0,7
2335835,UKR1,2013,23,2014-03-30,6414.0,660.0,2.0,4.0,3.0,1.0,24256.0,1,1.0,24
2340228,PO1,2013,7,2013-10-05,68608.0,4750.0,2.0,0.0,11.0,13.0,2696.0,1,1.0,7
2340276,PO1,2013,5,2013-09-21,2424.0,4750.0,1.0,1.0,7.0,12.0,2017.0,5,3.0,1
2340284,PO1,2013,15,2014-01-12,4750.0,1085.0,2.0,1.0,15.0,12.0,1285.0,15,30.0,16
2340365,PO1,2013,30,2014-05-10,1085.0,4750.0,3.0,1.0,7.0,15.0,1692.0,5,1.0,17
2340384,PO1,2013,29,2014-05-04,294.0,1085.0,1.0,1.0,1.0,8.0,52325.0,16,5.0,1
2340421,PO1,2013,17,2014-02-03,2420.0,982.0,1.0,2.0,6.0,4.0,7554.0,17,20.0,16
2341079,ES1,2013,4,2013-09-16,621.0,940.0,3.0,2.0,5.0,9.0,35686.0,1,7.0,23
2341123,ES1,2013,25,2014-02-23,1049.0,16795.0,2.0,1.0,7.0,13.0,36500.0,1,5.0,16
2341144,ES1,2013,9,2013-10-21,940.0,3368.0,0.0,1.0,19.0,9.0,14636.0,5,1.0,6
2341200,ES1,2013,18,2014-01-04,1049.0,3368.0,2.0,0.0,8.0,13.0,33000.0,3,1.0,7
2341227,ES1,2013,14,2013-11-23,13.0,3709.0,7.0,0.0,2.0,7.0,48000.0,1,1.0,12
2341237,ES1,2013,15,2013-11-29,1050.0,1084.0,1.0,1.0,5.0,15.0,14000.0,3,1.0,1
2341319,ES1,2013,28,2014-03-17,1050.0,621.0,1.0,1.0,6.0,4.0,15475.0,3,5.0,1
2341332,ES1,2013,33,2014-04-12,16795.0,131.0,1.0,0.0,14.0,3.0,18024.0,5,5.0,6
2342346,NL1,2013,10,2013-10-19,306.0,499.0,2.0,3.0,8.0,6.0,22000.0,4,4.0,23
2342374,NL1,2013,13,2013-11-09,1268.0,133.0,3.0,0.0,15.0,16.0,9810.0,5,5.0,8
2342439,NL1,2013,22,2014-02-04,499.0,1090.0,0.0,2.0,3.0,6.0,18000.0,4,20.0,7
2342460,NL1,2013,20,2014-01-25,1268.0,234.0,3.0,2.0,16.0,4.0,12789.0,4,5.0,23
2342472,NL1,2013,30,2014-03-30,133.0,1090.0,0.0,0.0,11.0,7.0,9804.0,5,5.0,0
2342483,NL1,2013,29,2014-03-22,202.0,499.0,3.0,1.0,9.0,5.0,19787.0,4,4.0,17
2342484,NL1,2013,30,2014-03-30,1268.0,1269.0,1.0,1.0,15.0,9.0,11711.0,4,5.0,1
2342495,NL1,2013,27,2014-03-08,1090.0,1304.0,4.0,0.0,7.0,13.0,15216.0,5,4.0,9
2342552,NL1,2013,34,2014-05-03,202.0,1304.0,3.0,1.0,7.0,14.0,20430.0,4,4.0,17
2342556,NL1,2013,34,2014-05-03,1090.0,234.0,1.0,1.0,8.0,2.0,16749.0,5,4.0,1
2342576,NL1,2013,1,2013-08-04,499.0,1304.0,3.0,1.0,4.0,16.0,13678.0,4,4.0,17
2345736,SC1,2013,2,2013-08-11,2553.0,2578.0,0.0,0.0,7.0,5.0,3550.0,3,13.0,0
2346082,TR1,2013,9,2013-10-27,2293.0,20.0,0.0,1.0,12.0,9.0,15000.0,1,1.0,6
2346086,TR1,2013,9,2013-10-25,2381.0,6894.0,2.0,0.0,6.0,17.0,10000.0,1,3.0,7
2346094,TR1,2013,10,2013-11-03,126.0,19771.0,0.0,0.0,9.0,8.0,12000.0,1,3.0,0
2346098,TR1,2013,11,2013-11-09,10484.0,524.0,3.0,0.0,2.0,16.0,5000.0,1,1.0,8
2346109,TR1,2013,12,2013-11-23,20.0,10484.0,1.0,1.0,11.0,2.0,24500.0,3,1.0,1
2346125,TR1,2013,14,2013-12-08,19771.0,2293.0,2.0,1.0,9.0,13.0,7500.0,3,5.0,16
2346137,TR1,2013,15,2013-12-16,449.0,20.0,2.0,2.0,7.0,9.0,18000.0,1,1.0,2
2346171,TR1,2013,18,2014-01-25,20.0,825.0,3.0,1.0,8.0,7.0,22500.0,3,3.0,17
2346184,TR1,2013,20,2014-02-07,10484.0,2293.0,1.0,3.0,7.0,11.0,3000.0,1,1.0,17
2346196,TR1,2013,21,2014-02-17,825.0,2381.0,2.0,2.0,6.0,4.0,9700.0,1,1.0,2
2346220,TR1,2013,24,2014-03-09,524.0,3205.0,2.0,1.0,11.0,18.0,11000.0,13,1.0,16
2346258,TR1,2013,26,2014-03-23,6894.0,2381.0,1.0,1.0,17.0,6.0,25000.0,1,1.0,1
2346325,TR1,2013,28,2014-04-06,6894.0,2292.0,3.0,0.0,15.0,17.0,23550.0,1,1.0,8
2346337,TR1,2013,29,2014-04-12,10484.0,20.0,1.0,1.0,7.0,11.0,5500.0,1,1.0,1
2346351,TR1,2013,30,2014-04-21,1506.0,825.0,0.0,0.0,7.0,11.0,3500.0,1,3.0,0
2351889,GR1,2013,1,2013-08-18,2672.0,7185.0,2.0,2.0,8.0,11.0,752.0,1,1.0,2
2351910,GR1,2013,5,2013-09-21,6676.0,28956.0,2.0,0.0,3.0,4.0,2107.0,1,1.0,7
2351928,GR1,2013,4,2013-09-14,683.0,128.0,4.0,0.0,1.0,14.0,15523.0,1,20.0,9
2351969,GR1,2013,12,2013-11-24,5220.0,6676.0,0.0,1.0,8.0,5.0,1414.0,3,5.0,6
2353758,FR1,2013,1,2013-08-10,1041.0,417.0,4.0,0.0,1.0,20.0,23552.0,1,1.0,9
2359334,IT1,2013,13,2013-11-24,410.0,430.0,1.0,0.0,11.0,5.0,14318.0,1,5.0,6
2359425,IT1,2013,23,2014-02-08,430.0,800.0,2.0,0.0,4.0,13.0,28319.0,9,12.0,7
2359504,IT1,2013,30,2014-03-27,46.0,410.0,0.0,0.0,5.0,14.0,36840.0,18,9.0,0
2359532,IT1,2013,33,2014-04-14,410.0,506.0,0.0,2.0,14.0,1.0,22262.0,19,9.0,7
2359539,IT1,2013,34,2014-04-19,5.0,1210.0,3.0,0.0,7.0,19.0,38903.0,1,9.0,8
2371144,RU1,2013,12,2013-10-04,12438.0,4128.0,0.0,2.0,11.0,6.0,3000.0,1,1.0,7
2422830,GR1,2013,21,2014-01-25,265.0,21957.0,1.0,0.0,4.0,16.0,5770.0,10,5.0,6
2423714,GR1,2013,22,2014-02-01,605.0,128.0,1.0,1.0,18.0,9.0,8136.0,20,1.0,1
2423718,GR1,2013,22,2014-02-02,441.0,3060.0,2.0,3.0,16.0,3.0,905.0,3,1.0,23
2423919,GR1,2013,23,2014-02-05,128.0,2671.0,0.0,3.0,11.0,8.0,857.0,1,1.0,8
2428055,GR1,2013,26,2014-02-23,2671.0,2079.0,0.0,1.0,9.0,17.0,1687.0,1,1.0,6
2449818,GR1,2013,31,2014-03-26,605.0,5220.0,0.0,2.0,18.0,9.0,2731.0,1,5.0,7
2452013,NL1,2013,33,2014-04-27,1304.0,610.0,1.0,1.0,14.0,1.0,8500.0,4,5.0,1
2452114,GR1,2013,34,2014-04-13,605.0,2671.0,0.0,0.0,18.0,10.0,3336.0,4,1.0,0
2453103,UKR1,2013,29,2014-05-11,6993.0,338.0,0.0,2.0,11.0,4.0,,1,1.0,7
2453110,UKR1,2013,30,2014-05-18,660.0,4482.0,2.0,0.0,1.0,13.0,2300.0,1,1.0,7
2459587,NL1,2014,1,2014-08-09,306.0,1455.0,1.0,2.0,12.0,6.0,22900.0,1,1.0,16
2459599,NL1,2014,2,2014-08-16,499.0,133.0,2.0,2.0,13.0,10.0,13597.0,5,4.0,2
2459665,NL1,2014,9,2014-10-19,1435.0,1269.0,3.0,2.0,12.0,4.0,7800.0,1,1.0,23
2459667,NL1,2014,10,2014-10-24,1268.0,1455.0,2.0,0.0,14.0,17.0,11023.0,1,7.0,7
2459671,NL1,2014,10,2014-10-26,133.0,234.0,0.0,1.0,6.0,3.0,10000.0,5,4.0,6
2459673,NL1,2014,10,2014-10-25,1090.0,202.0,2.0,2.0,9.0,10.0,15019.0,8,3.0,2
2459707,NL1,2014,14,2014-11-29,133.0,1090.0,0.0,2.0,8.0,4.0,9843.0,5,8.0,7
2459717,NL1,2014,15,2014-12-07,1269.0,1268.0,3.0,1.0,5.0,16.0,11700.0,4,10.0,17
2459737,NL1,2014,17,2014-12-21,798.0,610.0,0.0,2.0,13.0,2.0,3541.0,10,5.0,7
2459759,NL1,2014,20,2015-01-30,1455.0,306.0,0.0,0.0,18.0,6.0,3921.0,4,5.0,0
2459789,NL1,2014,23,2015-02-15,133.0,306.0,2.0,1.0,8.0,6.0,10000.0,4,5.0,16
2459814,NL1,2014,26,2015-03-07,1268.0,306.0,0.0,1.0,14.0,7.0,10786.0,4,4.0,6
2459820,NL1,2014,27,2015-03-13,499.0,1090.0,3.0,1.0,5.0,4.0,23381.0,5,4.0,17
2459836,NL1,2014,28,2015-03-22,202.0,317.0,2.0,2.0,10.0,11.0,20171.0,4,4.0,2
2459866,NL1,2014,32,2015-04-25,306.0,403.0,1.0,1.0,6.0,10.0,24211.0,4,5.0,1
2459872,NL1,2014,32,2015-04-26,202.0,234.0,1.0,1.0,8.0,3.0,21815.0,4,1.0,1
2459875,NL1,2014,33,2015-05-11,234.0,499.0,1.0,4.0,3.0,5.0,46500.0,4,5.0,18
2460684,L1,2014,7,2014-10-05,18.0,39.0,1.0,1.0,3.0,6.0,50383.0,3,11.0,1
2460692,L1,2014,8,2014-10-18,42.0,18.0,0.0,3.0,10.0,2.0,49000.0,3,3.0,8
2460707,L1,2014,10,2014-11-01,27.0,16.0,2.0,1.0,1.0,17.0,71137.0,9,10.0,16
2460716,L1,2014,11,2014-11-09,16.0,18.0,1.0,0.0,15.0,3.0,80667.0,1,3.0,6
2460728,L1,2014,12,2014-11-22,39.0,60.0,2.0,2.0,9.0,14.0,27000.0,1,3.0,2
2460737,L1,2014,13,2014-11-29,167.0,41.0,3.0,1.0,4.0,17.0,30321.0,1,16.0,17
2460815,L1,2014,22,2015-02-21,33.0,86.0,1.0,1.0,4.0,8.0,61973.0,9,10.0,1
2460817,L1,2014,22,2015-02-21,39.0,24.0,3.0,1.0,11.0,9.0,33237.0,1,3.0,17
2460832,L1,2014,23,2015-02-28,24.0,41.0,2.0,1.0,8.0,15.0,50500.0,1,1.0,16
2460855,L1,2014,26,2015-03-21,60.0,167.0,2.0,0.0,15.0,6.0,23700.0,3,1.0,7
2460858,L1,2014,26,2015-03-21,3.0,86.0,1.0,1.0,12.0,9.0,49968.0,3,10.0,1
2460866,L1,2014,27,2015-04-04,86.0,39.0,0.0,0.0,9.0,12.0,41000.0,10,1.0,0
2460870,L1,2014,28,2015-04-11,33.0,60.0,0.0,0.0,5.0,14.0,61471.0,1,3.0,0
2460880,L1,2014,29,2015-04-19,82.0,33.0,1.0,1.0,2.0,5.0,30000.0,1,1.0,1
2460884,L1,2014,29,2015-04-19,86.0,41.0,1.0,0.0,7.0,18.0,42100.0,10,1.0,6
2460902,L1,2014,31,2015-05-03,44.0,18.0,1.0,2.0,13.0,3.0,56881.0,1,3.0,16
2460908,L1,2014,32,2015-05-09,42.0,86.0,1.0,1.0,16.0,8.0,49000.0,1,3.0,1
2460912,L1,2014,32,2015-05-10,3.0,33.0,2.0,0.0,10.0,6.0,46500.0,3,1.0,7
2464773,PO1,2014,1,2014-08-16,2424.0,2420.0,1.0,3.0,13.0,3.0,1800.0,5,1.0,17
2464800,PO1,2014,4,2014-09-12,1085.0,294.0,0.0,5.0,13.0,3.0,10654.0,20,16.0,10
2466873,PO1,2014,8,2014-10-24,1085.0,2420.0,0.0,1.0,12.0,3.0,1236.0,1,5.0,6
2469542,PO1,2014,12,2014-12-07,8024.0,3327.0,0.0,1.0,15.0,17.0,1300.0,1,5.0,6
2469870,BE1,2014,1,2014-07-26,968.0,498.0,1.0,0.0,7.0,10.0,5106.0,3,4.0,6
2469934,TR1,2014,1,2014-08-31,36.0,1506.0,3.0,2.0,2.0,13.0,22000.0,1,17.0,23
2469958,TR1,2014,4,2014-09-28,2293.0,6894.0,1.0,1.0,9.0,14.0,15300.0,1,1.0,1
2470015,TR1,2014,10,2014-11-22,141.0,449.0,0.0,3.0,3.0,6.0,20000.0,5,1.0,8
2470026,TR1,2014,11,2014-11-29,6894.0,20698.0,4.0,0.0,13.0,18.0,2500.0,3,3.0,9
2470067,TR1,2014,16,2015-01-03,20.0,19771.0,3.0,1.0,5.0,11.0,8200.0,1,1.0,17
2470093,TR1,2014,19,2015-02-07,36.0,449.0,0.0,0.0,2.0,6.0,36000.0,1,1.0,0
2470256,TR1,2014,22,2015-02-28,126.0,825.0,3.0,0.0,15.0,14.0,5500.0,1,11.0,8
2470267,TR1,2014,24,2015-03-14,126.0,2381.0,2.0,1.0,14.0,15.0,3000.0,1,1.0,16
2470330,TR1,2014,31,2015-05-12,6890.0,2381.0,2.0,1.0,4.0,14.0,200.0,5,1.0,16
2475231,ES1,2014,6,2014-09-28,993.0,714.0,0.0,0.0,20.0,11.0,24000.0,21,4.0,0
2475289,ES1,2014,11,2014-11-08,1084.0,1533.0,2.0,1.0,6.0,10.0,30044.0,1,1.0,16
2475461,ES1,2014,29,2015-04-04,993.0,13.0,0.0,2.0,20.0,3.0,17659.0,1,12.0,7
2475483,ES1,2014,31,2015-04-12,3709.0,1050.0,1.0,1.0,13.0,6.0,6745.0,1,13.0,1
2478601,IT1,2014,2,2014-09-15,276.0,458.0,2.0,1.0,6.0,13.0,18304.0,5,9.0,16
2478611,IT1,2014,3,2014-09-21,252.0,398.0,1.0,0.0,10.0,12.0,18279.0,5,5.0,6
2478612,IT1,2014,3,2014-09-20,5.0,506.0,0.0,1.0,4.0,2.0,78681.0,5,9.0,6
2478614,IT1,2014,3,2014-09-21,12.0,1390.0,2.0,0.0,1.0,17.0,40977.0,5,5.0,7
2478654,IT1,2014,7,2014-10-19,458.0,1429.0,2.0,1.0,15.0,16.0,14780.0,9,12.0,16
2478700,IT1,2014,12,2014-11-24,252.0,458.0,1.0,1.0,5.0,13.0,18588.0,22,9.0,1
2478764,IT1,2014,18,2015-01-11,12.0,398.0,2.0,2.0,2.0,3.0,51252.0,7,7.0,2
2478778,IT1,2014,20,2015-01-25,276.0,800.0,1.0,0.0,14.0,15.0,16857.0,17,3.0,6
2478786,IT1,2014,20,2015-01-25,46.0,416.0,0.0,1.0,10.0,13.0,34209.0,1,9.0,6
2478808,IT1,2014,23,2015-02-15,416.0,1390.0,1.0,1.0,9.0,18.0,15554.0,17,2.0,1
2478822,IT1,2014,24,2015-02-23,1390.0,46.0,1.0,2.0,18.0,8.0,16000.0,2,8.0,16
2478853,IT1,2014,27,2015-03-16,430.0,5.0,2.0,1.0,6.0,11.0,31432.0,9,5.0,16
2478858,IT1,2014,28,2015-03-22,6195.0,800.0,1.0,1.0,5.0,17.0,30820.0,1,12.0,1
2478917,IT1,2014,33,2015-04-29,458.0,416.0,2.0,2.0,11.0,8.0,15238.0,9,9.0,2
2478949,IT1,2014,37,2015-05-24,1429.0,1390.0,0.0,1.0,19.0,18.0,13945.0,1,8.0,6
2479880,BE1,2014,3,2014-08-08,1184.0,498.0,0.0,0.0,14.0,8.0,17180.0,3,4.0,0
2480900,UKR1,2014,5,2014-08-29,660.0,6993.0,3.0,0.0,1.0,11.0,970.0,10,1.0,8
2481034,SC1,2014,5,2014-08-30,2999.0,2759.0,4.0,0.0,2.0,12.0,2684.0,4,1.0,9
2481057,SC1,2014,9,2014-10-05,371.0,2999.0,0.0,1.0,3.0,1.0,42412.0,13,1.0,6
2482117,FR1,2014,2,2014-08-16,826.0,855.0,0.0,1.0,18.0,13.0,9512.0,5,3.0,6
2482207,FR1,2014,11,2014-10-25,14171.0,995.0,0.0,2.0,19.0,5.0,10063.0,1,1.0,7
2482239,FR1,2014,14,2014-11-23,244.0,40.0,3.0,1.0,1.0,5.0,54323.0,1,11.0,17
2482243,FR1,2014,14,2014-11-23,995.0,618.0,0.0,0.0,4.0,6.0,32324.0,3,1.0,0
2482255,FR1,2014,16,2014-12-03,595.0,14171.0,1.0,2.0,20.0,14.0,10902.0,1,13.0,16
2482257,FR1,2014,16,2014-12-03,1082.0,583.0,1.0,1.0,12.0,2.0,45771.0,8,5.0,1
2482268,FR1,2014,17,2014-12-07,826.0,1082.0,1.0,1.0,18.0,12.0,40112.0,3,8.0,1
2482337,FR1,2014,24,2015-02-07,969.0,1082.0,1.0,2.0,7.0,11.0,10635.0,1,8.0,16
2482365,FR1,2014,27,2015-02-28,1158.0,595.0,2.0,0.0,17.0,14.0,13619.0,13,1.0,7
2482373,FR1,2014,27,2015-02-28,826.0,273.0,0.0,1.0,19.0,10.0,7549.0,13,7.0,6
2482427,FR1,2014,33,2015-04-18,855.0,14171.0,1.0,1.0,12.0,17.0,13788.0,3,1.0,1
2482431,FR1,2014,33,2015-04-18,595.0,1421.0,1.0,2.0,16.0,14.0,15452.0,1,7.0,16
2482464,FR1,2014,36,2015-05-09,14171.0,1421.0,2.0,3.0,18.0,17.0,13740.0,1,5.0,23
2486396,BE1,2014,4,2014-08-17,968.0,58.0,2.0,2.0,4.0,1.0,8030.0,11,3.0,2
2486505,GB1,2014,4,2014-09-13,984.0,29.0,0.0,2.0,19.0,11.0,23567.0,13,1.0,7
2486531,GB1,2014,7,2014-10-04,31.0,984.0,2.0,1.0,9.0,14.0,44708.0,1,12.0,16
2486545,GB1,2014,8,2014-10-18,180.0,289.0,8.0,0.0,3.0,17.0,29615.0,5,7.0,13
2486586,GB1,2014,12,2014-11-23,873.0,31.0,3.0,1.0,15.0,12.0,24682.0,12,7.0,17
2486630,GB1,2014,17,2014-12-20,3008.0,2288.0,0.0,1.0,19.0,8.0,21913.0,17,1.0,6
2486684,GB1,2014,22,2015-01-17,762.0,180.0,1.0,2.0,11.0,3.0,49307.0,7,5.0,16
2486688,GB1,2014,22,2015-01-18,379.0,3008.0,3.0,0.0,7.0,18.0,34914.0,12,12.0,8
2486706,GB1,2014,24,2015-02-07,2288.0,289.0,1.0,1.0,9.0,14.0,20355.0,1,3.0,1
2486810,GB1,2014,35,2015-05-03,631.0,873.0,1.0,0.0,1.0,12.0,41566.0,1,4.0,6
2486837,GB1,2014,37,2015-05-18,984.0,631.0,3.0,0.0,13.0,1.0,24750.0,7,1.0,8
2487345,RU1,2014,5,2014-08-23,28095.0,232.0,1.0,2.0,13.0,3.0,5100.0,1,11.0,16
2488221,PO1,2014,2,2014-08-24,68608.0,982.0,3.0,1.0,3.0,14.0,2073.0,5,1.0,17
2489336,RU1,2014,6,2014-08-29,11127.0,3725.0,0.0,1.0,15.0,4.0,7840.0,7,1.0,6
2489355,GR1,2014,1,2014-08-23,653.0,6418.0,1.0,0.0,18.0,13.0,4390.0,18,21.0,6
2489362,GR1,2014,1,2014-08-24,2672.0,265.0,1.0,1.0,9.0,16.0,2276.0,1,10.0,1
2490888,PO1,2014,20,2015-02-08,2420.0,68608.0,0.0,1.0,5.0,6.0,13089.0,5,1.0,6
2494375,GR1,2014,8,2014-10-26,6418.0,7185.0,3.0,1.0,14.0,13.0,2224.0,1,1.0,17
2494410,GR1,2014,12,2014-11-30,265.0,2079.0,2.0,1.0,4.0,7.0,7009.0,13,1.0,16
2494415,GR1,2014,13,2014-12-07,6676.0,265.0,1.0,1.0,3.0,4.0,1889.0,1,10.0,1
2494418,GR1,2014,13,2014-12-07,653.0,2672.0,0.0,2.0,18.0,11.0,3513.0,3,1.0,7
2494438,GR1,2014,15,2014-12-17,7185.0,6676.0,1.0,1.0,15.0,3.0,1125.0,18,1.0,1
2494479,GR1,2014,19,2015-01-18,683.0,6418.0,2.0,0.0,1.0,5.0,18482.0,1,7.0,7
