mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__subsample,param_model__n_estimators,param_model__max_depth,param_model__learning_rate,param_model__colsample_bytree,params,split0_test_accuracy,split1_test_accuracy,split2_test_accuracy,split3_test_accuracy,split4_test_accuracy,mean_test_accuracy,std_test_accuracy,rank_test_accuracy,split0_test_precision,split1_test_precision,split2_test_precision,split3_test_precision,split4_test_precision,mean_test_precision,std_test_precision,rank_test_precision,split0_test_recall,split1_test_recall,split2_test_recall,split3_test_recall,split4_test_recall,mean_test_recall,std_test_recall,rank_test_recall,split0_test_f1,split1_test_f1,split2_test_f1,split3_test_f1,split4_test_f1,mean_test_f1,std_test_f1,rank_test_f1,split0_test_roc_auc,split1_test_roc_auc,split2_test_roc_auc,split3_test_roc_auc,split4_test_roc_auc,mean_test_roc_auc,std_test_roc_auc,rank_test_roc_auc
2.3285037994384767,0.5172843956097452,0.15033941268920897,0.012791322702076361,0.9,400,3,0.1,0.9,"{'model__subsample': 0.9, 'model__n_estimators': 400, 'model__max_depth': 3, 'model__learning_rate': 0.1, 'model__colsample_bytree': 0.9}",0.7836438923395446,0.7691511387163561,0.7763975155279503,0.7795031055900621,0.7875647668393783,0.7792520838026583,0.006302846104782381,13,0.7579617834394905,0.7947019867549668,0.7645161290322581,0.746875,0.7679738562091504,0.7664057510871732,0.0158710894762492,17,0.6415094339622641,0.5985037406483791,0.6236842105263158,0.6442048517520216,0.6368563685636857,0.6289517210905332,0.016778937867278906,11,0.6948905109489051,0.6827880512091038,0.6869565217391305,0.6917510853835022,0.6962962962962963,0.6905364931153876,0.005029166638420989,11,0.856309316179302,0.8494162823030917,0.8350637686366086,0.8504428186368888,0.854577035703243,0.8491618442918266,0.007494958619753183,14
2.2811633110046388,0.4227498586612522,0.1616049289703369,0.04418568724413275,0.7,200,5,0.05,0.7,"{'model__subsample': 0.7, 'model__n_estimators': 200, 'model__max_depth': 5, 'model__learning_rate': 0.05, 'model__colsample_bytree': 0.7}",0.7815734989648033,0.7639751552795031,0.7681159420289855,0.7857142857142857,0.7937823834196891,0.7786322530814533,0.011079312947584333,14,0.7515723270440252,0.7912457912457912,0.7582781456953642,0.7751677852348994,0.785234899328859,0.7722997897097879,0.015236322671953982,16,0.6442048517520216,0.5860349127182045,0.6026315789473684,0.6226415094339622,0.6341463414634146,0.6179318388629943,0.021103905556578647,12,0.6937590711175616,0.673352435530086,0.6715542521994134,0.6905829596412556,0.7016491754122939,0.6861795787801221,0.011786285832381064,12,0.8622211148610387,0.8470152053494582,0.8414002155559547,0.8622573557724976,0.8561821356468599,0.8538152054371618,0.008341505248906325,13
7.477418375015259,0.4707668277064297,0.18121423721313476,0.027391523027430496,0.9,400,7,0.01,0.7,"{'model__subsample': 0.9, 'model__n_estimators': 400, 'model__max_depth': 7, 'model__learning_rate': 0.01, 'model__colsample_bytree': 0.7}",0.7981366459627329,0.7691511387163561,0.772256728778468,0.7795031055900621,0.7844559585492228,0.7807007155193684,0.010239545171452404,12,0.8055555555555556,0.8272058823529411,0.7721088435374149,0.7724137931034483,0.7747440273037542,0.7904056203706228,0.02230490173196542,11,0.6253369272237197,0.5610972568578554,0.5973684210526315,0.6037735849056604,0.6151761517615176,0.6005504683602769,0.021933303267544967,14,0.7040971168437026,0.6686478454680534,0.6735905044510386,0.6777609682299546,0.6858006042296072,0.6819794078444713,0.012407208239651997,13,0.8731522797798364,0.855648489395979,0.8485674510508352,0.861405694353213,0.8641257889088959,0.8605799406977519,0.008245456180102218,9
12.012557458877563,2.851160220155835,0.3162686347961426,0.06679263004302084,0.7,400,7,0.01,0.7,"{'model__subsample': 0.7, 'model__n_estimators': 400, 'model__max_depth': 7, 'model__learning_rate': 0.01, 'model__colsample_bytree': 0.7}",0.7919254658385093,0.7660455486542443,0.7712215320910973,0.7867494824016563,0.7875647668393783,0.7807013591649772,0.010142254515511692,11,0.7891156462585034,0.8205128205128205,0.7770034843205574,0.7854671280276817,0.7808219178082192,0.7905841993855564,0.015516451871608949,10,0.6253369272237197,0.5586034912718204,0.5868421052631579,0.6118598382749326,0.6178861788617886,0.6001057081790838,0.02445107890059643,15,0.6977443609022557,0.6646884272997032,0.6686656671664168,0.6878787878787879,0.6898638426626323,0.6817682171819592,0.012818045355416996,14,0.8725905456522232,0.8547524992827666,0.8486437937848035,0.8637160524587193,0.8615339844673615,0.8602473751291748,0.008134835033970106,10
1.1042206764221192,0.2800802567182183,0.1433565616607666,0.05428917396446312,0.7,200,3,0.1,1.0,"{'model__subsample': 0.7, 'model__n_estimators': 200, 'model__max_depth': 3, 'model__learning_rate': 0.1, 'model__colsample_bytree': 1.0}",0.7681159420289855,0.7474120082815735,0.7660455486542443,0.7670807453416149,0.7865284974093264,0.7670365483431489,0.01238715282471272,15,0.7474747474747475,0.7573770491803279,0.75,0.7517241379310344,0.7672131147540984,0.7547578098680416,0.0070267766773406005,19,0.5983827493261455,0.5760598503740648,0.6078947368421053,0.5876010781671159,0.6341463414634146,0.6008169512345692,0.019770897728813932,13,0.6646706586826348,0.6543909348441926,0.6715116279069767,0.659606656580938,0.6943620178041543,0.6689083791637793,0.013927678424708843,15,0.8451607057917506,0.8289762319864056,0.8269759295850548,0.835185394912682,0.8427274876775614,0.8358051499906909,0.0072169042370684245,16
2.287317180633545,1.0093791090580428,0.251077938079834,0.10027821821783267,1.0,400,3,0.05,1.0,"{'model__subsample': 1.0, 'model__n_estimators': 400, 'model__max_depth': 3, 'model__learning_rate': 0.05, 'model__colsample_bytree': 1.0}",0.7795031055900621,0.7515527950310559,0.7515527950310559,0.7505175983436853,0.7709844559585493,0.7608221499908817,0.012085331870257223,16,0.778169014084507,0.7906137184115524,0.7447552447552448,0.7321428571428571,0.7517006802721088,0.7594763029332541,0.02164829422045888,18,0.5956873315363881,0.5461346633416458,0.5605263157894737,0.5525606469002695,0.5989159891598916,0.5707649893455338,0.022165213330513318,16,0.6748091603053435,0.6460176991150443,0.6396396396396397,0.6298003072196621,0.6666666666666666,0.6513866945892712,0.01682189631979297,16,0.8383768601780335,0.8248228985059477,0.8168021375965511,0.8162110127069695,0.8377962387006421,0.8268018295376288,0.009704986092264535,17
8.045057106018067,2.356511670071709,0.16781148910522461,0.02723246320445856,0.7,200,7,0.01,0.9,"{'model__subsample': 0.7, 'model__n_estimators': 200, 'model__max_depth': 7, 'model__learning_rate': 0.01, 'model__colsample_bytree': 0.9}",0.7681159420289855,0.7453416149068323,0.7546583850931677,0.7629399585921325,0.7658031088082902,0.7593718018858816,0.008362007921327828,17,0.7816091954022989,0.8215767634854771,0.7782101167315175,0.762962962962963,0.7638376383763837,0.7816393353917281,0.021318845726286093,14,0.5498652291105122,0.4937655860349127,0.5263157894736842,0.555256064690027,0.5609756097560976,0.5372356558130467,0.02472535993013311,18,0.6455696202531646,0.616822429906542,0.6279434850863422,0.6427457098283932,0.646875,0.6359912490148883,0.011730593354331563,17,0.8577951935491176,0.841639264670183,0.8317271420873,0.8410020612018392,0.8420045106491333,0.8428336344315147,0.008398464732206517,15
1.1485819816589355,0.3670134818574839,0.16944241523742676,0.0770843308658035,0.9,200,3,0.05,0.7,"{'model__subsample': 0.9, 'model__n_estimators': 200, 'model__max_depth': 3, 'model__learning_rate': 0.05, 'model__colsample_bytree': 0.7}",0.7619047619047619,0.7298136645962733,0.7380952380952381,0.7525879917184265,0.7575129533678756,0.747982921936515,0.012113909351827316,18,0.7582417582417582,0.767175572519084,0.7243816254416962,0.7408759124087592,0.7528089887640449,0.7486967714750685,0.014845035227924798,20,0.5579514824797843,0.5012468827930174,0.5394736842105263,0.5471698113207547,0.5447154471544715,0.5381114615917107,0.019391470157955018,17,0.6428571428571429,0.6063348416289592,0.6184012066365008,0.6294573643410852,0.6320754716981132,0.6258252054323602,0.012468643378351943,18,0.8329497836870599,0.8139717078983957,0.8092060355667324,0.8116854288885366,0.8191034175442425,0.8173832747169933,0.008440930851801556,18
2.287891149520874,0.7669208069869097,0.1887378692626953,0.05692727988297535,0.9,200,3,0.01,1.0,"{'model__subsample': 0.9, 'model__n_estimators': 200, 'model__max_depth': 3, 'model__learning_rate': 0.01, 'model__colsample_bytree': 1.0}",0.7070393374741201,0.6801242236024845,0.6884057971014492,0.6935817805383023,0.705699481865285,0.6949701241163282,0.010258690734171308,19,0.8142857142857143,0.8333333333333334,0.7925925925925926,0.7952755905511811,0.8057553956834532,0.808248525289255,0.014733066246639217,3,0.30727762803234504,0.286783042394015,0.28157894736842104,0.2722371967654987,0.3035230352303523,0.2902799699581264,0.01324973296929637,19,0.4461839530332681,0.4267161410018553,0.4155339805825243,0.40562248995983935,0.4409448818897638,0.42700028929345013,0.015172553491179862,19,0.784973612086344,0.7786109946373005,0.7714904796119992,0.7615030918027588,0.7769138429639328,0.7746984042204671,0.007876591640772871,20
1.7539631843566894,0.8075501694859043,0.19061570167541503,0.09412921179413586,0.9,200,3,0.01,0.9,"{'model__subsample': 0.9, 'model__n_estimators': 200, 'model__max_depth': 3, 'model__learning_rate': 0.01, 'model__colsample_bytree': 0.9}",0.7060041407867494,0.6759834368530021,0.6904761904761905,0.6956521739130435,0.6994818652849741,0.693519561462792,0.0101265946588113,20,0.8085106382978723,0.84375,0.8045112781954887,0.8130081300813008,0.8110236220472441,0.8161607337243811,0.014083538006446213,2,0.30727762803234504,0.26932668329177056,0.28157894736842104,0.2695417789757412,0.2791327913279133,0.2813715657992383,0.013865080090517904,20,0.4453125,0.40831758034026466,0.4171539961013645,0.4048582995951417,0.4153225806451613,0.4181929913363865,0.01428372685937989,20,0.7854923101315998,0.7799549798071194,0.7726760373630321,0.7593965888242089,0.7777936923664538,0.7750627216984828,0.008846385549212028,19
