player_name,player_name_norm,player_id,transfer_date,from_club_id,to_club_id,from_league,to_league,GA90_pre,GA90_post,PerfChange_1y,DeclineFlag_1y,PreMinutes,PostMinutes,InsufficientPreData,InsufficientPostData,UsedPostWindowDays,fbref_name,Position,OUT_GA90_pre,OUT_GA90_post,OUT_PerfChange_1y,OUT_DeclineFlag_1y,OUT_PreMinutes,OUT_PostMinutes,OUT_InsufficientPreData,OUT_InsufficientPostData,OUT_UsedPostWindowDays
Julian Jeanvier,julian jeanvier,134277,2023-09-15,290,3205,FR1,TR1,0.0,0.18090452261306533,0.18090452261306533,0.0,1537.0,995.0,0,0,365.0,,,0,0,0,0,0,0,0,0,0
Samuel Bastien,samuel bastien,289510,2023-09-15,1132,10484,GB1,TR1,,0.11207970112079702,,,0.0,1606.0,1,0,365.0,,,0,0,0,0,0,0,0,0,1
Emmanuel Dennis,emmanuel dennis,448854,2023-09-15,703,6890,GB1,TR1,0.48128342245989303,0.0,-0.40668288180712353,,748.0,347.0,0,0,365.0,,,0,0,1,0,0,0,0,1,1
Edouard Michut,edouard michut,659521,2023-09-15,583,3840,FR1,TR1,,0.09468700683850605,,,0.0,1901.0,1,0,365.0,,,0,0,0,0,0,0,0,0,0
Jonjo Shelvey,jonjo shelvey,71292,2023-09-14,703,126,GB1,TR1,0.0,0.3054298642533937,0.3054298642533937,0.0,576.0,2652.0,0,0,365.0,,,0,0,0,0,0,0,0,0,0
Valentín Vada,valentn vada,225004,2023-09-14,142,2698,ES1,RU1,,0.48151750972762647,,,0.0,2056.0,1,0,365.0,,,0,0,0,0,0,0,0,0,0
Nuno Da Costa,nuno da costa,306166,2023-09-12,290,10484,FR1,TR1,0.41714947856315177,0.7921928817451205,0.3750434031819687,0.0,1726.0,2613.0,0,0,365.0,,,0,0,0,0,0,0,0,0,0
Paul Onuachu,paul onuachu,272855,2023-09-11,180,449,GB1,TR1,0.9097051563581279,1.0244802172516936,0.20341337229799472,0.0,1555.0,1514.0,0,0,365.0,,,1,1,0,0,0,0,0,0,0
Giulian Biancone,giulian biancone,536507,2023-09-11,703,683,GB1,GR1,0.0,0.09656652360515021,0.09656652360515021,,4.0,932.0,1,0,365.0,,,0,0,0,0,0,0,0,0,0
Davide Biraschi,davide biraschi,199927,2023-09-09,252,6646,IT1,TR1,0.0729631130928253,0.03495145631067961,-0.038011656782145686,1.0,2467.0,2575.0,0,0,365.0,,,0,0,0,0,0,0,0,0,0
Diego Valencia,diego valencia,491648,2023-09-09,380,3060,IT1,GR1,0.0,0.28846153846153844,0.28846153846153844,,166.0,1872.0,1,0,365.0,,,0,0,0,0,0,0,0,0,0
Alexander Callens,alexander callens,147462,2023-09-08,12321,2441,ES1,GR1,0.0,0.05011135857461024,0.05011135857461024,,117.0,1796.0,1,0,365.0,,,0,0,0,0,0,0,0,0,0
Güven Yalçın,gven yaln,341019,2023-09-08,252,6646,IT1,TR1,,0.5474964904071128,,,0.0,2137.0,1,0,365.0,,,0,0,0,0,0,0,0,0,0
Nicolas Pépé,nicolas pp,343052,2023-09-08,11,449,GB1,TR1,0.42419481539670073,0.5811138014527845,0.15691898605608373,0.0,1273.0,1239.0,0,0,365.0,,,0,0,0,0,0,0,0,0,0
Batista Mendy,batista mendy,395234,2023-09-07,1420,449,FR1,TR1,0.0,0.02604920405209841,0.02604920405209841,0.0,2511.0,3455.0,0,0,365.0,,,0,0,0,0,0,0,0,0,0
Thorgan Hazard,thorgan hazard,102226,2023-09-06,16,58,L1,BE1,0.40540540540540543,0.6517016654598117,0.24629626005440625,0.0,888.0,1381.0,0,0,365.0,,,0,0,0,0,0,0,0,0,0
Flavien Tait,flavien tait,202278,2023-09-06,273,152,FR1,TR1,0.2183141297756216,0.15995260663507108,-0.058361523140550514,1.0,1649.0,1688.0,0,0,365.0,,,0,0,0,0,0,0,0,0,0
Jeff Reine-Adélaïde,jeff reine-adlade,326300,2023-09-06,1041,54189,FR1,BE1,0.1956521739130435,0.19607843137254904,0.00042625745950555793,0.0,460.0,1377.0,0,0,365.0,,,0,0,0,0,0,0,0,0,0
Steven Alzate,steven alzate,476237,2023-09-06,1237,3057,GB1,BE1,0.3193106943740497,0.26929982046678635,-0.05001087390726333,0.0,1973.0,1671.0,0,0,365.0,,,0,0,0,0,0,0,0,0,0
Mounaïm El Idrissy,mounam el idrissy,627163,2023-09-06,1147,601,FR1,BE1,0.2116650987770461,0.0,-0.2116650987770461,1.0,2126.0,730.0,0,0,365.0,,,0,0,0,0,0,0,0,0,0
Kasper Schmeichel,kasper schmeichel,16911,2023-09-05,417,58,FR1,BE1,0.0,0.0,0.0,1.0,2790.0,2430.0,0,0,365.0,,,0,0,0,0,0,0,0,0,0
Isaac Hayden,isaac hayden,206225,2023-09-05,762,3057,GB1,BE1,,0.0,,,0.0,674.0,1,0,365.0,,,0,0,0,0,0,0,0,0,0
Andi Zeqiri,andi zeqiri,345468,2023-09-05,1237,1184,GB1,BE1,,0.6164383561643836,,,0.0,730.0,1,0,365.0,,,0,0,0,0,0,0,0,0,0
Elias Cobbaut,elias cobbaut,419723,2023-09-05,130,354,IT1,BE1,,0.0,,,0.0,2160.0,1,0,365.0,,,0,0,0,0,0,0,0,0,0
Moussa Djenepo,moussa djenepo,485424,2023-09-05,180,3057,GB1,BE1,0.1829268292682927,0.15314804310833807,-0.029778786159954634,0.0,492.0,1763.0,0,0,365.0,,,0,0,0,0,0,0,0,0,0
Alex Mighten,alex mighten,503988,2023-09-05,703,601,GB1,BE1,0.5,0.0,-0.40668288180712353,,180.0,241.0,1,0,365.0,,,0,0,1,0,0,0,0,1,1
Stevan Jovetic,stevan jovetic,46104,2023-09-04,44,683,L1,GR1,0.5769230769230769,0.8737864077669902,0.29686333084391336,0.0,780.0,618.0,0,0,365.0,,,0,0,0,0,0,0,0,0,0
Daniel Podence,daniel podence,256977,2023-09-04,543,683,GB1,GR1,0.24776324845147968,0.8013355592654424,0.5535723108139627,0.0,1453.0,1797.0,0,0,365.0,,,0,0,0,0,0,0,0,0,0
Eric Bailly,eric bailly,286384,2023-09-04,985,114,GB1,TR1,0.0,0.0,0.0,1.0,722.0,1617.0,0,0,365.0,,,0,0,0,0,0,0,0,0,0
Davinson Sánchez,davinson snchez,341429,2023-09-04,148,141,GB1,TR1,0.0,0.1623083859332732,0.1623083859332732,0.0,1037.0,2218.0,0,0,365.0,,,0,0,0,0,0,0,0,0,0
Tanguy Ndombélé,tanguy ndombl,450936,2023-09-04,148,141,GB1,TR1,0.22350993377483444,0.2247191011235955,0.0012091673487610588,0.0,1208.0,801.0,0,0,365.0,,,0,0,0,0,0,0,0,0,0
Arbër Zeneli,arbr zeneli,222876,2023-09-02,1421,3840,FR1,TR1,0.20857473928157588,0.2542372881355932,0.045662548854017326,,863.0,354.0,0,0,365.0,,,0,0,0,0,0,0,0,1,1
Ola Solbakken,ola solbakken,431811,2023-09-02,12,683,IT1,GR1,0.410958904109589,0.0,-0.40668288180712353,1.0,876.0,451.0,0,0,365.0,,,0,0,1,0,0,0,0,0,0
Juan Bernat,juan bernat,126719,2023-09-01,583,294,FR1,PO1,0.2402562733582488,0.11673151750972763,-0.12352475584852118,1.0,1873.0,771.0,0,0,365.0,,,0,0,0,0,0,0,0,0,1
Fede Vico,fede vico,162079,2023-09-01,1244,6676,ES1,GR1,,0.0,,,0.0,30.0,1,0,365.0,,,0,0,0,0,0,0,0,1,1
Borna Sosa,borna sosa,293194,2023-09-01,79,610,L1,NL1,0.5177372962607862,0.34668721109399075,-0.17105008516679548,1.0,2086.0,1298.0,0,0,365.0,,,0,0,0,0,0,0,0,0,0
Landry Dimata,landry dimata,311489,2023-09-01,714,152,ES1,TR1,0.4827894501564596,0.2608695652173913,-0.22191988493906828,1.0,2237.0,690.0,0,0,365.0,,,0,0,0,0,0,0,0,0,0
Hirving Lozano,hirving lozano,316889,2023-09-01,6195,383,IT1,NL1,0.3436988543371522,0.40560841261892844,0.061909558281776245,0.0,1833.0,1997.0,0,0,365.0,,,0,0,0,0,0,0,0,0,0
Mads Bech Sørensen,mads bech srensen,372240,2023-09-01,1148,865,GB1,DK1,0.0,0.07672634271099744,0.07672634271099744,0.0,998.0,2346.0,0,0,365.0,,,0,0,0,0,0,0,0,0,0
Yann Kitala,yann kitala,395677,2023-09-01,738,723,FR1,NL1,,0.30874785591766724,,,0.0,583.0,1,0,365.0,,,0,0,0,0,0,0,0,0,0
Loïc Mbe Soh,loc mbe soh,463610,2023-09-01,703,723,GB1,NL1,0.0,0.1348314606741573,0.1348314606741573,,11.0,1335.0,1,0,365.0,,,0,0,0,0,0,0,0,0,0
Armel Bella-Kotchap,armel bella-kotchap,467563,2023-09-01,180,383,GB1,NL1,0.05572755417956657,0.0,-0.05572755417956657,1.0,1615.0,602.0,0,0,365.0,,,0,0,0,0,0,0,0,0,1
Marcos Antônio,marcos antnio,468301,2023-09-01,398,1091,IT1,GR1,0.25862068965517243,0.3607214428857715,0.10210075323059908,0.0,696.0,499.0,0,0,365.0,,,0,0,0,0,0,0,0,0,0
Lukas Klitten,lukas klitten,490842,2023-09-01,8970,5818,IT1,DK1,0.2349869451697128,0.0,-0.2349869451697128,,383.0,135.0,1,0,365.0,,,0,0,0,0,0,0,0,1,1
Mohamed Sankoh,mohamed sankoh,572919,2023-09-01,79,1304,L1,NL1,0.5179856115107914,0.4732690622261175,-0.04471654928467389,0.0,695.0,1141.0,0,0,365.0,,,0,0,0,0,0,0,0,0,0
Félix Lemaréchal,flix lemarchal,659518,2023-09-01,162,520,FR1,BE1,0.0,0.16523867809057527,0.16523867809057527,,279.0,1634.0,1,0,365.0,,,0,0,0,0,0,0,0,0,0
Hugo Novoa,hugo novoa,668276,2023-09-01,23826,200,L1,NL1,0.9097051563581279,0.0,-0.40668288180712353,,87.0,447.0,1,0,365.0,,,1,0,1,0,0,0,0,1,1
Chiquinho,chiquinho,695454,2023-09-01,543,3329,GB1,PO1,0.17509727626459143,0.35395066142295317,0.17885338515836174,0.0,2056.0,2797.0,0,0,365.0,,,0,0,0,0,0,0,0,0,0
Scott High,scott high,728982,2023-09-01,1110,2759,GB1,SC1,0.0,0.0,0.0,,45.0,25.0,1,0,365.0,,,0,0,0,0,0,0,0,1,1
Alexis Tibidi,alexis tibidi,750886,2023-09-01,1095,467,FR1,NL1,0.0,,,,73.0,0.0,1,0,365.0,,,0,0,0,0,0,0,0,1,1
Julius Beck,julius beck,802512,2023-09-01,3522,678,IT1,DK1,0.0,0.0,0.0,,15.0,92.0,1,0,365.0,,,0,0,0,0,0,0,0,1,1
Norman Bassette,norman bassette,802997,2023-09-01,1162,354,FR1,BE1,,0.6293706293706294,,,0.0,572.0,1,0,365.0,,,0,0,0,0,0,0,0,0,0
Nathaniel Phillips,nathaniel phillips,371814,2023-08-31,31,371,GB1,SC1,0.0,0.0,0.0,,27.0,405.0,1,0,365.0,,,0,0,0,0,0,0,0,1,1
Mitchell van Bergen,mitchell van bergen,393239,2023-08-31,1421,317,FR1,NL1,0.2658788774002954,0.12693935119887165,-0.13893952620142377,1.0,677.0,709.0,0,0,365.0,,,0,0,0,0,0,0,0,0,0
Alberto Soro,alberto soro,487688,2023-08-31,16795,6912,ES1,PO1,0.0,0.5,0.5,,7.0,900.0,1,0,365.0,,,0,0,0,0,0,0,0,0,0
Youba Diarra,youba diarra,564451,2023-08-31,2687,6676,ES1,GR1,0.0,0.0,0.0,,94.0,165.0,1,0,365.0,,,0,0,0,0,0,0,0,1,1
Metinho,metinho,859396,2023-08-31,1095,468,FR1,NL1,,0.19664967225054625,,,0.0,1373.0,1,0,365.0,,,0,0,0,0,0,0,0,0,0
Faouzi Ghoulam,faouzi ghoulam,126656,2023-08-30,1420,7775,FR1,TR1,0.0,0.18894331700489853,0.18894331700489853,0.0,483.0,1429.0,0,0,365.0,,,0,0,0,0,0,0,0,0,0
Georges Mikautadze,georges mikautadze,729814,2023-08-30,347,610,FR1,NL1,0.9097051563581279,0.6306306306306306,-0.40668288180712353,,260.0,1998.0,1,0,365.0,,,1,0,1,0,0,0,0,0,0
Emirhan İlkhan,emirhan ilkhan,743091,2023-08-30,416,6890,IT1,TR1,0.0,0.2598652550529355,0.2598652550529355,,191.0,1039.0,1,0,365.0,,,0,0,0,0,0,0,0,0,0
Iván Fresneda,ivn fresneda,946883,2023-08-30,366,336,ES1,PO1,0.0,0.17029328287606432,0.17029328287606432,0.0,1844.0,1057.0,0,0,365.0,,,0,0,0,0,0,0,0,0,1
Rubén Pardo,rubn pardo,99352,2023-08-29,1244,605,ES1,GR1,,0.1607142857142857,,,0.0,560.0,1,0,365.0,,,0,0,0,0,0,0,0,0,0
Gonçalo Guedes,gonalo guedes,225122,2023-08-29,543,294,GB1,PO1,0.26418786692759294,0.564066852367688,0.2998789854400951,0.0,1022.0,1436.0,0,0,365.0,,,0,0,0,0,0,0,0,0,0
Youssef Maziz,youssef maziz,481116,2023-08-29,347,2727,FR1,BE1,0.7142857142857142,0.5702217529039071,-0.1440639613818071,,126.0,1894.0,1,0,365.0,,,0,0,0,0,0,0,0,0,0
Flavio Paoletti,flavio paoletti,622801,2023-08-29,1038,6646,IT1,TR1,0.0,0.25936599423631124,0.25936599423631124,,339.0,694.0,1,0,365.0,,,0,0,0,0,0,0,0,0,0
Joel Voelkerling Persson,joel voelkerling persson,647534,2023-08-29,1005,499,IT1,NL1,0.0,0.0,0.0,,92.0,295.0,1,0,365.0,,,0,0,0,0,0,0,0,1,1
Milos Pantovic,milos pantovic,232144,2023-08-28,89,1245,L1,BE1,0.9097051563581279,0.2782071097372488,-0.40668288180712353,,179.0,1294.0,1,0,365.0,,,1,0,1,0,0,0,0,0,0
Youssouf Koné,youssouf kon,274484,2023-08-28,1041,54189,FR1,BE1,0.0,0.0,0.0,1.0,922.0,562.0,0,0,365.0,,,0,0,0,0,0,0,0,0,0
Quentin Cornette,quentin cornette,238630,2023-08-26,738,60949,FR1,GR1,,0.0,,,0.0,688.0,1,0,365.0,,,0,0,0,0,0,0,0,0,0
João Moutinho,joo moutinho,29364,2023-08-25,543,1075,GB1,PO1,0.09292720702116676,0.11228945726762321,0.01936225024645645,0.0,1937.0,3206.0,0,0,365.0,,,0,0,0,0,0,0,0,0,0
Dario Saric,dario saric,293228,2023-08-25,458,589,IT1,TR1,0.0,0.10518114530580444,0.10518114530580444,,56.0,2567.0,1,0,365.0,,,0,0,0,0,0,0,0,0,0
Omar Richards,omar richards,424881,2023-08-25,703,683,GB1,GR1,,0.05360333531864205,,,0.0,1679.0,1,0,365.0,,,0,0,0,0,0,0,0,0,1
Pedro Mendes,pedro mendes,72857,2023-08-24,969,2431,FR1,PO1,0.0,0.0,0.0,,12.0,812.0,1,0,365.0,,,0,0,0,0,0,0,0,0,0
Jean Manuel Mbom,jean manuel mbom,335003,2023-08-24,86,1063,L1,DK1,0.0,0.07275666936135812,0.07275666936135812,,5.0,1237.0,1,0,365.0,,,0,0,0,0,0,0,0,0,0
Marko Lazetić,marko lazeti,698548,2023-08-24,5,385,IT1,NL1,0.0,0.0,0.0,,8.0,176.0,1,0,365.0,,,0,0,0,0,0,0,0,1,1
Brodie Spencer,brodie spencer,701011,2023-08-24,1110,987,GB1,SC1,0.0,0.05667506297229219,0.05667506297229219,,90.0,1588.0,1,0,365.0,,,0,0,0,0,0,0,0,0,0
Oscar Fraulo,oscar fraulo,610428,2023-08-23,18,200,L1,NL1,0.0,0.2848101265822785,0.2848101265822785,,7.0,2212.0,1,0,365.0,,,0,0,0,0,0,0,0,0,0
Thomas Delaney,thomas delaney,91849,2023-08-22,368,58,ES1,BE1,0.0,0.31007751937984496,0.31007751937984496,0.0,799.0,1161.0,0,0,365.0,,,0,0,0,0,0,0,0,0,0
Jamie McGrath,jamie mcgrath,344107,2023-08-22,1071,370,GB1,SC1,0.4480088495575221,0.47120418848167545,0.02319533892415332,0.0,1808.0,2865.0,0,0,365.0,,,0,0,0,0,0,0,0,0,0
Luke Robinson,luke robinson,647376,2023-08-22,1071,2578,GB1,SC1,,0.0322696306920043,,,0.0,2789.0,1,0,365.0,,,0,0,0,0,0,0,0,0,0
Stefano Sturaro,stefano sturaro,167859,2023-08-21,252,6646,IT1,TR1,,0.29126213592233013,,,0.0,309.0,1,0,365.0,,,0,0,0,0,0,0,0,1,1
Srdjan Babic,srdjan babic,222805,2023-08-21,3302,232,ES1,RU1,0.09003001000333445,0.22670025188916876,0.13667024188583432,0.0,2999.0,2382.0,0,0,365.0,,,0,0,0,0,1,0,0,0,0
Sergiño Dest,sergio dest,361104,2023-08-21,131,383,ES1,NL1,0.0,0.25936599423631124,0.25936599423631124,0.0,635.0,3123.0,0,0,365.0,,,0,0,0,0,0,0,0,0,0
Lasse Schulz,lasse schulz,748061,2023-08-21,65,1063,L1,DK1,,,,,0.0,0.0,1,0,365.0,,,0,0,0,0,0,0,0,1,1
Yoann Cathline,yoann cathline,782476,2023-08-21,1158,723,FR1,NL1,0.16620498614958448,0.46511627906976744,0.2989112929201829,0.0,1083.0,1935.0,0,0,365.0,,,0,0,0,0,0,0,0,0,0
Hakim Ziyech,hakim ziyech,217111,2023-08-19,631,141,GB1,TR1,0.313588850174216,0.8126410835214446,0.4990522333472286,0.0,861.0,1329.0,0,0,365.0,,,0,0,0,0,0,0,0,0,0
Patrick Pentz,patrick pentz,223972,2023-08-18,15,206,L1,DK1,0.0,0.0,0.0,1.0,450.0,2430.0,0,0,365.0,,,0,0,0,0,0,0,0,0,0
Gustavo Scarpa,gustavo scarpa,330085,2023-08-18,703,683,GB1,GR1,0.0,0.0,0.0,,269.0,422.0,1,0,365.0,,,0,0,0,0,0,0,0,1,1
Ryan Flamingo,ryan flamingo,586429,2023-08-18,6574,200,IT1,NL1,0.12898602651379432,0.08648302370275465,-0.042503002811039664,1.0,2791.0,3122.0,0,0,365.0,,,0,0,0,0,0,0,0,0,0
Reuven Niemeijer,reuven niemeijer,443308,2023-08-17,19,235,IT1,NL1,,0.22388059701492538,,,0.0,1608.0,1,0,365.0,,,0,0,0,0,0,0,0,0,0
Ludwig Augustinsson,ludwig augustinsson,170646,2023-08-16,368,58,ES1,BE1,0.0,0.16463414634146342,0.16463414634146342,,286.0,1640.0,1,0,365.0,,,0,0,0,0,0,0,0,0,0
Chuba Akpom,chuba akpom,197642,2023-08-16,641,610,GB1,NL1,,0.9776704888352444,,,0.0,1657.0,1,0,365.0,,,0,0,0,0,0,0,0,0,0
Sheyi Ojo,sheyi ojo,236510,2023-08-16,603,601,GB1,BE1,0.0,0.1171875,0.1171875,,15.0,1536.0,1,0,365.0,,,0,0,0,0,0,0,0,0,0
Milot Rashica,milot rashica,291739,2023-08-16,1123,114,GB1,TR1,0.581668625146886,0.44454422990570275,-0.13712439524118325,1.0,1702.0,2227.0,0,0,365.0,,,0,0,0,0,0,0,0,0,0
Jerdy Schouten,jerdy schouten,347900,2023-08-16,1025,383,IT1,NL1,0.07072691552062868,0.12979521199884628,0.0590682964782176,0.0,2545.0,3467.0,0,0,365.0,,,0,0,0,0,0,0,0,0,0
Kevin Lasagna,kevin lasagna,131951,2023-08-15,276,6646,IT1,TR1,0.11414077362079898,0.3053435114503817,0.1912027378295827,0.0,1577.0,1179.0,0,0,365.0,,,0,0,0,0,0,0,0,0,0
Federico Ceccherini,federico ceccherini,163639,2023-08-15,276,6646,IT1,TR1,0.12631578947368421,0.04377431906614786,-0.08254147040753636,1.0,1425.0,2056.0,0,0,365.0,,,0,0,0,0,0,0,0,0,0
Dara Costelloe,dara costelloe,614700,2023-08-15,1132,2578,GB1,SC1,,0.17716535433070865,,,0.0,1524.0,1,0,365.0,,,0,0,0,0,0,0,0,0,0
Birger Meling,birger meling,282250,2023-08-14,273,190,FR1,DK1,0.054249547920433995,0.05202312138728324,-0.0022264265331507563,0.0,1659.0,1730.0,0,0,365.0,,,0,0,0,0,0,0,0,0,0
Leandro Sanca,leandro sanca,539154,2023-08-14,3522,3325,IT1,PO1,0.5018587360594795,0.18442622950819673,-0.31743250655128274,1.0,538.0,1464.0,0,0,365.0,,,0,0,0,0,0,0,0,0,0
Fred,fred,191614,2023-08-13,985,36,GB1,TR1,0.4692387904066736,0.30651340996168586,-0.16272538044498774,1.0,1918.0,2349.0,0,0,365.0,,,0,0,0,0,0,0,0,0,0
Cengiz Ünder,cengiz nder,341647,2023-08-13,244,36,FR1,TR1,0.31153846153846154,1.005586592178771,0.5616045237137366,0.0,2600.0,1074.0,0,0,365.0,,,0,0,1,0,0,0,0,0,0
Maxence Prévot,maxence prvot,394903,2023-08-13,750,2727,FR1,BE1,,0.0,,,0.0,990.0,1,0,365.0,,,0,0,0,0,0,0,0,0,0
Morten Hjulmand,morten hjulmand,461496,2023-08-13,1005,336,IT1,PO1,0.1214574898785425,0.14600908500973395,0.024551595131191442,0.0,2964.0,3082.0,0,0,365.0,,,0,0,0,0,1,0,0,0,0
Alex Oxlade-Chamberlain,alex oxlade-chamberlain,143424,2023-08-12,31,114,GB1,TR1,0.25139664804469275,0.45045045045045046,0.1990538024057577,,358.0,999.0,1,0,365.0,,,0,0,0,0,0,0,0,0,0
Alexis Flips,alexis flips,395242,2023-08-12,1421,58,FR1,BE1,0.45385779122541603,0.10856453558504221,-0.34529325564037383,1.0,1983.0,829.0,0,0,365.0,,,0,0,0,0,0,0,0,0,0
Soumaïla Coulibaly,soumala coulibaly,659513,2023-08-11,16,1096,L1,BE1,0.0,0.0,0.0,,62.0,2084.0,1,0,365.0,,,0,0,0,0,0,0,0,0,0
Arthur Cabral,arthur cabral,390638,2023-08-10,430,294,IT1,PO1,0.5850487540628386,0.5202312138728323,-0.0648175401900063,0.0,1846.0,1730.0,0,0,365.0,,,0,0,0,0,0,0,0,0,0
Óscar Pinchi,scar pinchi,413502,2023-08-10,472,126,ES1,TR1,,0.0,,,0.0,221.0,1,0,365.0,,,0,0,0,0,0,0,0,1,1
Malik Tillman,malik tillman,467437,2023-08-10,27,383,L1,NL1,0.5943045810978127,0.9689922480620156,0.37468766696420286,0.0,2423.0,2322.0,0,0,365.0,,,0,0,0,0,0,0,0,0,0
Gabriel Slonina,gabriel slonina,656316,2023-08-10,631,1245,GB1,BE1,,0.0,,,0.0,2520.0,1,0,365.0,,,0,0,0,0,0,0,0,0,0
Nico Serrano,nico serrano,668183,2023-08-10,621,1269,ES1,NL1,,0.47619047619047616,,,0.0,189.0,1,0,365.0,,,0,0,0,0,0,0,0,1,1
M'Baye Niang,m'baye niang,157501,2023-08-09,290,3840,FR1,TR1,0.36314727639542704,0.8585858585858586,0.4954385821904315,0.0,1487.0,1782.0,0,0,365.0,,,0,0,0,0,0,0,0,0,0
Erick Cabaco,erick cabaco,302991,2023-08-09,3709,1465,ES1,PO1,,0.0,,,0.0,335.0,1,0,365.0,,,0,0,0,0,0,0,0,1,1
Camilo,camilo,672202,2023-08-09,1041,3725,FR1,RU1,,0.09292720702116676,,,0.0,1937.0,1,0,365.0,,,0,0,0,0,0,0,0,0,0
Martín Montoya,martn montoya,68645,2023-08-08,150,605,ES1,GR1,0.0,0.03696098562628337,0.03696098562628337,0.0,456.0,2435.0,0,0,365.0,,,0,0,0,0,0,0,0,0,0
Britt Assombalonga,britt assombalonga,186172,2023-08-08,1010,589,GB1,TR1,0.5590062111801242,0.2875399361022364,-0.2714662750778878,,322.0,626.0,1,0,365.0,,,0,0,0,0,0,0,0,0,0
Paul Bernardoni,paul bernardoni,318507,2023-08-08,1420,2293,FR1,TR1,0.0,0.0,0.0,1.0,2340.0,1530.0,0,0,365.0,,,0,0,0,0,0,0,0,0,0
Noah Fadiga,noah fadiga,379168,2023-08-08,3911,157,FR1,BE1,0.07069913589945012,0.1271186440677966,0.05641950816834648,0.0,1273.0,708.0,0,0,365.0,,,0,0,0,0,0,0,0,0,0
Maïdine Douane,madine douane,512690,2023-08-08,347,2715,FR1,BE1,,,,,0.0,0.0,1,0,365.0,,,0,0,0,0,0,0,0,1,1
Koba Koindredi,koba koindredi,569375,2023-08-08,1049,1465,ES1,PO1,0.8571428571428572,0.0,-0.40668288180712353,,105.0,969.0,1,0,365.0,,,1,0,1,0,0,0,0,0,0
Tom Lacoux,tom lacoux,847759,2023-08-08,40,3329,FR1,PO1,,0.0,,,0.0,364.0,1,0,365.0,,,0,0,0,0,0,0,0,1,1
Garang Kuol,garang kuol,967948,2023-08-08,762,724,GB1,NL1,0.0,0.24861878453038672,0.24861878453038672,,199.0,724.0,1,0,365.0,,,0,0,0,0,0,0,0,0,0
Olivier Ntcham,olivier ntcham,224088,2023-08-07,2288,152,GB1,TR1,,0.289234065345474,,,0.0,1867.0,1,0,365.0,,,0,0,0,0,0,0,0,0,0
Wilfried Kanga,wilfried kanga,395523,2023-08-07,44,3057,L1,BE1,0.12977649603460706,0.46531667384747954,0.3355401778128725,0.0,1387.0,2321.0,0,0,365.0,,,0,0,0,0,0,0,0,0,0
John Björkengren,john bjrkengren,413942,2023-08-07,1005,5724,IT1,DK1,,0.13677811550151975,,,0.0,1974.0,1,0,365.0,,,0,0,0,0,0,0,0,0,0
Raúl Parra,ral parra,784719,2023-08-07,2687,1465,ES1,PO1,0.0,0.13677811550151975,0.13677811550151975,,377.0,658.0,1,0,365.0,,,0,0,0,0,0,0,0,0,0
Lucas Olaza,lucas olaza,216240,2023-08-06,366,16704,ES1,RU1,0.06016042780748663,0.12628624883068287,0.06612582102319625,0.0,1496.0,2138.0,0,0,365.0,,,0,0,0,0,0,0,0,0,0
Jakov Medic,jakov medic,488755,2023-08-06,35,610,L1,NL1,,0.17408123791102514,,,0.0,517.0,1,0,365.0,,,0,0,0,0,0,0,0,0,0
Miguel Puche,miguel puche,632901,2023-08-06,142,8024,ES1,PO1,,0.19607843137254904,,,0.0,459.0,1,0,365.0,,,0,0,0,0,0,0,0,0,1
Gerrit Holtmann,gerrit holtmann,190289,2023-08-05,80,589,L1,TR1,0.1761252446183953,0.1541095890410959,-0.022015655577299398,0.0,1022.0,584.0,0,0,365.0,,,0,0,0,0,0,0,0,0,0
Ezequiel Ponce,ezequiel ponce,296783,2023-08-05,1531,2441,ES1,GR1,0.4868624420401855,0.8077786088257293,0.3209161667855438,0.0,1294.0,1337.0,0,0,365.0,,,0,0,0,0,0,0,0,0,0
Brayann Pereira,brayann pereira,620317,2023-08-04,290,467,FR1,NL1,0.0,0.11392405063291139,0.11392405063291139,,180.0,790.0,1,0,365.0,,,0,0,0,0,0,0,0,0,0
Kerem Demirbay,kerem demirbay,125858,2023-08-03,15,141,L1,TR1,0.3473227206946455,0.38641686182669793,0.03909414113205245,0.0,2073.0,2562.0,0,0,365.0,,,0,0,0,0,0,0,0,0,0
Diant Ramaj,diant ramaj,448705,2023-08-03,24,610,L1,NL1,0.0,0.0,0.0,,90.0,2272.0,1,0,365.0,,,0,0,0,0,0,0,0,0,0
Leandro Bacuna,leandro bacuna,126014,2023-08-02,1010,202,GB1,NL1,,0.2688172043010753,,,0.0,1674.0,1,0,365.0,,,0,0,0,0,0,0,0,0,1
Rony Lopes,rony lopes,174694,2023-08-02,368,1075,ES1,PO1,0.4578211106401018,0.3629032258064516,-0.09491788483365016,1.0,2359.0,496.0,0,0,365.0,,,0,0,0,0,0,0,0,0,0
Martin Fraisl,martin fraisl,277607,2023-08-02,10,865,L1,DK1,,0.0,,,0.0,667.0,1,0,365.0,,,0,0,0,0,0,0,0,0,0
Erik Palmer-Brown,erik palmer-brown,282199,2023-08-02,1095,265,FR1,GR1,0.0,0.0,0.0,1.0,3193.0,651.0,0,0,365.0,,,0,0,0,0,1,0,0,0,1
Kaj Sierhuis,kaj sierhuis,315283,2023-08-02,1421,385,FR1,NL1,0.0,0.6769596199524941,0.5616045237137366,,207.0,2526.0,1,0,365.0,,,0,0,1,0,0,0,0,0,0
