player_name,player_name_norm,player_id,transfer_date,from_club_id,to_club_id,from_league,to_league,GA90_pre,GA90_post,PerfChange_1y,DeclineFlag_1y,PreMinutes,PostMinutes,InsufficientPreData,InsufficientPostData,UsedPostWindowDays,fbref_name,Position,OUT_GA90_pre,OUT_GA90_post,OUT_PerfChange_1y,OUT_DeclineFlag_1y,OUT_PreMinutes,OUT_PostMinutes,OUT_InsufficientPreData,OUT_InsufficientPostData,OUT_UsedPostWindowDays
Wilson Isidor,wilson isidor,494237,2022-01-22,162,932,FR1,RU1,0.0,0.6560364464692483,0.5616045237137366,,215.0,2195.0,1,0,365.0,,,0,0,1,0,0,0,0,0,0
Khouma Babacar,khouma babacar,124902,2022-01-21,6574,190,IT1,DK1,0.40510127531882967,1.0244802172516936,0.5616045237137366,,1333.0,246.0,0,0,365.0,,,0,1,1,0,0,0,0,1,1
Abdoulaye Touré,abdoulaye tour,181382,2022-01-21,252,6646,IT1,TR1,0.15859030837004406,0.05322294500295684,-0.10536736336708723,1.0,1135.0,1691.0,0,0,365.0,,,0,0,0,0,0,0,0,0,1
Teddy Alloh,teddy alloh,618405,2022-01-20,583,1245,FR1,BE1,,0.0,,,0.0,982.0,1,0,365.0,,,0,0,0,0,0,0,0,0,0
Yusuf Yazıcı,yusuf yazc,386726,2022-01-19,1082,2410,FR1,RU1,0.44226044226044225,0.713813615333774,0.2715531730733317,0.0,1221.0,1513.0,0,0,365.0,,,0,0,0,0,0,0,0,0,0
Davide Biraschi,davide biraschi,199927,2022-01-17,252,6646,IT1,TR1,0.0,0.11161637040099215,0.11161637040099215,0.0,1626.0,2419.0,0,0,365.0,,,0,0,0,0,0,0,0,0,0
Mert Çetin,mert etin,391498,2022-01-14,276,3205,IT1,TR1,0.0,0.10676156583629894,0.10676156583629894,,271.0,843.0,1,0,365.0,,,0,0,0,0,0,0,0,0,0
Renaud Emond,renaud emond,168471,2022-01-13,995,3057,FR1,BE1,0.3082191780821918,0.20224719101123598,-0.10597198707095581,,292.0,1335.0,1,0,365.0,,,0,0,0,0,0,0,0,0,0
Joan Sastre,joan sastre,350364,2022-01-12,237,1091,ES1,GR1,0.0,0.1762402088772846,0.1762402088772846,0.0,465.0,1532.0,0,0,365.0,,,0,0,0,0,0,0,0,0,0
Jan Zamburek,jan zamburek,487924,2022-01-12,1148,1063,GB1,DK1,,0.3010033444816054,,,0.0,1196.0,1,0,365.0,,,0,0,0,0,0,0,0,0,0
Adrian Grbic,adrian grbic,167342,2022-01-11,1158,499,FR1,NL1,0.2222222222222222,0.0,-0.2222222222222222,1.0,810.0,910.0,0,0,365.0,,,0,0,0,0,0,0,0,0,0
Michael Verrips,michael verrips,288259,2022-01-11,350,385,GB1,NL1,0.0,0.0,0.0,1.0,1260.0,1080.0,0,0,365.0,,,0,0,0,0,0,0,0,0,0
Rocky Bushiri,rocky bushiri,511802,2022-01-10,1123,903,GB1,SC1,0.0,0.0,0.0,,73.0,2195.0,1,0,365.0,,,0,0,0,0,0,0,0,0,0
Kacper Kozlowski,kacper kozlowski,554284,2022-01-06,1237,3948,GB1,BE1,0.0,0.33613445378151263,0.33613445378151263,,135.0,1071.0,1,0,365.0,,,0,0,0,0,0,0,0,0,0
Maduka Okoye,maduka okoye,340353,2022-01-02,1010,468,GB1,NL1,0.0,0.0,0.0,1.0,3264.0,1260.0,0,0,365.0,,,0,0,0,0,1,0,0,0,0
Konstantinos Manolas,konstantinos manolas,104752,2022-01-01,6195,683,IT1,GR1,0.045317220543806644,0.0,-0.045317220543806644,1.0,1986.0,1419.0,0,0,365.0,,,0,0,0,0,0,0,0,0,0
Brian Brobbey,brian brobbey,473169,2022-01-01,23826,610,L1,NL1,0.9097051563581279,1.0244802172516936,-0.40668288180712353,1.0,514.0,1443.0,0,0,365.0,,,1,1,1,0,0,0,0,0,0
Youssef Aït Bennasser,youssef at bennasser,265569,2021-09-08,162,6,FR1,TR1,,0.0,,,0.0,63.0,1,0,365.0,,,0,0,0,0,0,0,0,1,1
Yann Karamoh,yann karamoh,324804,2021-09-06,130,6646,IT1,TR1,0.37215713301171605,0.33665835411471323,-0.035498778897002814,0.0,1451.0,1604.0,0,0,365.0,,,0,0,0,0,0,0,0,0,0
Alberto Brignoli,alberto brignoli,146799,2021-09-03,749,265,IT1,GR1,,0.0,,,0.0,2340.0,1,0,365.0,,,0,0,0,0,0,0,0,0,0
Miralem Pjanić,miralem pjani,44162,2021-09-02,131,114,ES1,TR1,0.0,0.21699819168173598,0.21699819168173598,0.0,1296.0,1659.0,0,0,365.0,,,0,0,0,0,0,0,0,0,0
Javi Montero,javi montero,396333,2021-09-01,13,114,ES1,TR1,0.0,0.15901060070671377,0.15901060070671377,0.0,1039.0,1698.0,0,0,365.0,,,0,0,0,0,0,0,0,0,0
Halil Dervişoğlu,halil derviolu,465606,2021-09-01,1148,141,GB1,TR1,0.6818181818181819,0.2654867256637168,-0.40668288180712353,1.0,924.0,1695.0,0,0,365.0,,,0,0,1,0,0,0,0,0,0
Pablo Sarabia,pablo sarabia,74230,2021-08-31,583,336,FR1,PO1,0.6707317073170731,0.8262295081967214,0.15549780087964826,0.0,1476.0,3050.0,0,0,365.0,,,0,0,0,0,0,0,0,0,0
Valentino Lazaro,valentino lazaro,186368,2021-08-31,46,294,IT1,PO1,0.1794019933554817,0.13729977116704806,-0.04210222218843365,1.0,1505.0,1311.0,0,0,365.0,,,0,0,0,0,0,0,0,0,0
Rúnar Alex Rúnarsson,rnar alex rnarsson,205657,2021-08-31,11,2727,GB1,BE1,0.0,0.0,0.0,,375.0,1665.0,1,0,365.0,,,0,0,0,0,0,0,0,0,0
Iñigo Córdoba,iigo crdoba,251848,2021-08-31,621,1435,ES1,NL1,0.0,0.46858729607775074,0.46858729607775074,,307.0,2881.0,1,0,365.0,,,0,0,0,0,0,0,0,0,0
Kaj Sierhuis,kaj sierhuis,315283,2021-08-31,1421,1304,FR1,NL1,0.11873350923482849,0.42625169147496617,0.30751818224013766,0.0,758.0,1478.0,0,0,365.0,,,0,0,0,0,0,0,0,0,0
Reiss Nelson,reiss nelson,340325,2021-08-31,11,234,GB1,NL1,0.4627249357326478,0.5672268907563025,0.10450195502365472,,389.0,952.0,1,0,365.0,,,0,0,0,0,0,0,0,0,0
Cameron Carter-Vickers,cameron carter-vickers,341049,2021-08-31,148,371,GB1,SC1,0.0,0.12149028077753779,0.12149028077753779,,357.0,3704.0,1,0,365.0,,,0,0,0,0,0,0,0,0,0
Simon Banza,simon banza,344869,2021-08-31,826,3329,FR1,PO1,0.5567010309278351,0.8305647840531563,0.2738637531253212,0.0,1455.0,2709.0,0,0,365.0,,,0,0,0,0,0,0,0,0,0
Faitout Maouassa,faitout maouassa,357072,2021-08-31,273,2282,FR1,BE1,0.0,0.6239168110918544,0.5616045237137366,0.0,1072.0,577.0,0,0,365.0,,,0,0,1,0,0,0,0,0,0
Daishawn Redan,daishawn redan,361081,2021-08-31,44,1269,L1,NL1,0.0,0.33007334963325186,0.33007334963325186,,95.0,2454.0,1,0,365.0,,,0,0,0,0,0,0,0,0,0
Loïc Bessilé,loc bessil,371150,2021-08-31,40,172,FR1,BE1,0.0,0.1761252446183953,0.1761252446183953,,90.0,1533.0,1,0,365.0,,,0,0,0,0,0,0,0,0,0
Rafik Guitane,rafik guitane,394328,2021-08-31,1421,1301,FR1,PO1,0.059800664451827246,0.28125,0.22144933554817275,0.0,1505.0,1920.0,0,0,365.0,,,0,0,0,0,0,0,0,0,0
Nathan Wood,nathan wood,503990,2021-08-31,641,903,GB1,SC1,,,,,0.0,0.0,1,0,365.0,,,0,0,0,0,0,0,0,1,1
Modibo Sagnan,modibo sagnan,524925,2021-08-31,681,7179,ES1,PO1,0.0,0.07395234182415776,0.07395234182415776,0.0,979.0,2434.0,0,0,365.0,,,0,0,0,0,0,0,0,0,0
Niels Nkounkou,niels nkounkou,591193,2021-08-31,29,3057,GB1,BE1,0.0,0.0,0.0,,106.0,1565.0,1,0,365.0,,,0,0,0,0,0,0,0,0,0
Moisés Caicedo,moiss caicedo,687626,2021-08-31,1237,41274,GB1,BE1,,0.1906779661016949,,,0.0,1888.0,1,0,365.0,,,0,0,0,0,0,0,0,0,0
Mykola Kukharevych,mykola kukharevych,730126,2021-08-31,1095,2727,FR1,BE1,0.19480519480519481,0.3498542274052478,0.15504903260005298,0.0,924.0,1029.0,0,0,365.0,,,0,0,0,0,0,0,0,0,1
Steven Zuber,steven zuber,68033,2021-08-30,24,2441,L1,GR1,0.37344398340248963,0.40035587188612104,0.026911888483631408,0.0,723.0,2248.0,0,0,365.0,,,0,0,0,0,0,0,0,0,0
Adrián Marín,adrin marn,295414,2021-08-30,16795,3329,ES1,PO1,0.16042780748663102,0.20270270270270271,0.042274895216071695,0.0,561.0,2664.0,0,0,365.0,,,0,0,0,0,0,0,0,0,0
Umut Meraş,umut mera,341549,2021-08-30,738,114,FR1,TR1,,0.11083743842364532,,,0.0,1624.0,1,0,365.0,,,0,0,0,0,0,0,0,0,0
Leandro Sanca,leandro sanca,539154,2021-08-30,3522,3268,IT1,PO1,,0.47619047619047616,,,0.0,567.0,1,0,365.0,,,0,0,0,0,0,0,0,0,1
Georges Mikautadze,georges mikautadze,729814,2021-08-30,347,2715,FR1,BE1,0.0,0.390625,0.390625,,1.0,2304.0,1,0,365.0,,,0,0,0,0,0,0,0,0,0
David Bates,david bates,272539,2021-08-29,41,370,L1,SC1,0.05291005291005291,0.10301411674933231,0.0501040638392794,0.0,1701.0,2621.0,0,0,365.0,,,0,0,0,0,0,0,0,0,0
Stephane Omeonga,stephane omeonga,342472,2021-08-28,2921,1241,IT1,SC1,,0.0,,,0.0,2639.0,1,0,365.0,,,0,0,0,0,0,0,0,0,0
Can Bozdogan,can bozdogan,406609,2021-08-27,33,114,L1,TR1,0.2723146747352496,0.2390438247011952,-0.03327085003405442,0.0,661.0,1506.0,0,0,365.0,,,0,0,0,0,0,0,0,0,0
Emil Holm,emil holm,496745,2021-08-27,3522,5817,IT1,DK1,0.1878914405010438,0.33234859675036926,0.14445715624932545,0.0,958.0,1354.0,0,0,365.0,,,0,0,0,0,0,0,0,0,0
Marley Watkins,marley watkins,91315,2021-08-26,603,370,GB1,SC1,0.3696098562628337,0.4174397031539889,0.04782984689115516,0.0,974.0,1078.0,0,0,365.0,,,0,0,0,0,0,0,0,0,0
Emre Mor,emre mor,283223,2021-08-26,940,6646,ES1,TR1,0.28846153846153844,0.4324843825084095,0.14402284404687105,0.0,624.0,2081.0,0,0,365.0,,,0,0,0,0,0,0,0,0,0
Karim Zedadka,karim zedadka,612065,2021-08-26,6195,172,IT1,BE1,,0.0,,,0.0,372.0,1,0,365.0,,,0,0,0,0,0,0,0,1,1
Chuba Akpom,chuba akpom,197642,2021-08-25,641,1091,GB1,GR1,0.547112462006079,0.48886474741988045,-0.05824771458619854,,329.0,1841.0,1,0,365.0,,,0,0,0,0,0,0,0,0,0
Stefano Denswil,stefano denswil,182923,2021-08-24,1025,449,IT1,TR1,0.0,0.11936339522546419,0.11936339522546419,0.0,741.0,2262.0,0,0,365.0,,,0,0,0,0,0,0,0,0,0
João Virgínia,joo virgnia,329813,2021-08-24,29,336,GB1,PO1,0.0,0.0,0.0,,137.0,619.0,1,0,365.0,,,0,0,0,0,0,0,0,0,0
Nemanja Radonjić,nemanja radonji,245078,2021-08-23,244,294,FR1,PO1,0.4639175257731959,0.5325443786982248,0.0686268529250289,0.0,1164.0,507.0,0,0,365.0,,,0,0,0,0,0,0,0,0,0
Andri Fannar Baldursson,andri fannar baldursson,464446,2021-08-23,1025,190,IT1,DK1,0.0,0.0,0.0,,257.0,377.0,1,0,365.0,,,0,0,0,0,0,0,0,1,1
Alexis Beka Beka,alexis beka beka,539065,2021-08-23,1162,932,FR1,RU1,,0.1763841254287114,,,0.0,2041.0,1,0,365.0,,,0,0,0,0,0,0,0,0,0
Marcos Paulo,marcos paulo,612496,2021-08-23,13,3329,ES1,PO1,0.0,0.12385321100917432,0.12385321100917432,,360.0,2180.0,1,0,365.0,,,0,0,0,0,0,0,0,0,0
Christian Kouamé,christian kouam,337725,2021-08-21,430,58,IT1,BE1,0.23195876288659795,0.6000000000000001,0.36804123711340214,0.0,1164.0,2100.0,0,0,365.0,,,0,0,0,0,0,0,0,0,0
Yan Couto,yan couto,627228,2021-08-21,281,1075,GB1,PO1,,0.13129102844638948,,,0.0,2742.0,1,0,365.0,,,0,0,0,0,0,0,0,0,0
James Scott,james scott,443726,2021-08-20,3008,903,GB1,SC1,,1.0244802172516936,,,0.0,87.0,1,0,365.0,,,0,1,0,0,0,0,0,1,1
Owen Otasowie,owen otasowie,511815,2021-08-20,543,2282,GB1,BE1,0.48128342245989303,0.0,-0.40668288180712353,,187.0,127.0,1,0,365.0,,,0,0,1,0,0,0,0,1,1
Ruben Providence,ruben providence,536520,2021-08-20,12,2282,IT1,BE1,,,,,0.0,0.0,1,0,365.0,,,0,0,0,0,0,0,0,1,1
Wendell,wendell,228433,2021-08-19,15,720,L1,PO1,0.08862629246676515,0.16605166051660517,0.07742536804984002,0.0,2031.0,1084.0,0,0,365.0,,,0,0,0,0,0,0,0,0,0
João Queirós,joo queirs,415642,2021-08-19,3,3325,L1,PO1,,0.0,,,0.0,532.0,1,0,365.0,,,0,0,0,0,0,0,0,0,1
Michy Batshuayi,michy batshuayi,179184,2021-08-18,631,114,GB1,TR1,0.44609665427509293,0.6089743589743589,0.162877704699266,0.0,807.0,2808.0,0,0,365.0,,,0,0,0,0,0,0,0,0,0
Mike van der Hoorn,mike van der hoorn,187105,2021-08-18,10,200,L1,NL1,0.0,0.16556291390728478,0.16556291390728478,0.0,1373.0,2718.0,0,0,365.0,,,0,0,0,0,0,0,0,0,0
Pedro Brazão,pedro brazo,577590,2021-08-18,417,3329,FR1,PO1,,0.33088235294117646,,,0.0,816.0,1,0,365.0,,,0,0,0,0,0,0,0,0,1
Rony Lopes,rony lopes,174694,2021-08-17,368,683,ES1,GR1,0.19241047568145375,0.6330597889800704,0.4406493132986167,0.0,1871.0,853.0,0,0,365.0,,,0,0,0,0,0,0,0,0,0
Dudu,dudu,369258,2021-08-16,86,2778,L1,DK1,,0.0,,,0.0,540.0,1,0,365.0,,,0,0,0,0,0,0,0,0,0
Levent Mercan,levent mercan,388820,2021-08-16,33,6646,L1,TR1,0.0,0.0,0.0,,5.0,579.0,1,0,365.0,,,0,0,0,0,0,0,0,0,0
Rachid Ghezzal,rachid ghezzal,118287,2021-08-12,1003,114,GB1,TR1,0.9097051563581279,0.3613341568869673,-0.40668288180712353,1.0,2420.0,3238.0,0,0,365.0,,,1,0,1,0,0,0,0,0,0
Kaoru Mitoma,kaoru mitoma,504849,2021-08-11,1237,3948,GB1,BE1,,0.680672268907563,,,0.0,1190.0,1,0,365.0,,,0,0,0,0,0,0,0,0,0
Andreas Cornelius,andreas cornelius,203412,2021-08-10,130,449,IT1,TR1,0.27341772151898736,0.7710280373831775,0.49761031586419013,0.0,1975.0,2568.0,0,0,365.0,,,0,0,0,0,0,0,0,0,0
Rabbi Matondo,rabbi matondo,404384,2021-08-09,33,520,L1,BE1,0.0,0.4585456229735989,0.4585456229735989,,248.0,2159.0,1,0,365.0,,,0,0,0,0,0,0,0,0,0
Montassar Talbi,montassar talbi,496706,2021-08-09,4171,2698,IT1,RU1,0.049972237645752364,0.0,-0.049972237645752364,1.0,1801.0,2520.0,0,0,365.0,,,0,0,0,0,0,0,0,0,0
Gökhan Gül,gkhan gl,269171,2021-08-07,38,820,L1,TR1,,,,,0.0,0.0,1,0,365.0,,,0,0,0,0,0,0,0,1,1
Dimitrios Limnios,dimitrios limnios,324344,2021-08-06,3,317,L1,NL1,0.0,0.3760969494358546,0.3760969494358546,0.0,505.0,2393.0,0,0,365.0,,,0,0,0,0,0,0,0,0,0
Lionel Carole,lionel carole,11530,2021-08-05,667,3205,FR1,TR1,0.06751687921980495,0.06789890607317993,0.00038202685337497544,0.0,1333.0,2651.0,0,0,365.0,,,0,0,0,0,0,0,0,0,0
Johannes Eggestein,johannes eggestein,251303,2021-08-05,86,1096,L1,BE1,0.6617647058823529,0.6010016694490818,-0.06076303643327108,,408.0,599.0,1,0,365.0,,,0,0,0,0,0,0,0,0,0
Arijanet Muric,arijanet muric,371021,2021-08-05,281,3840,GB1,TR1,0.0,0.0,0.0,1.0,1650.0,2779.0,0,0,365.0,,,0,0,0,0,0,0,0,0,0
Jeffrey Bruma,jeffrey bruma,88721,2021-08-04,82,10484,L1,TR1,0.0,0.0,0.0,,90.0,1327.0,1,0,365.0,,,0,0,0,0,0,0,0,0,0
Filip Stanković,filip stankovi,552223,2021-08-04,46,724,IT1,NL1,,0.0,,,0.0,1800.0,1,0,365.0,,,0,0,0,0,0,0,0,0,1
Joe Hart,joe hart,40204,2021-08-03,148,371,GB1,SC1,0.0,0.0,0.0,1.0,892.0,3990.0,0,0,365.0,,,0,0,0,0,0,0,0,0,0
James McCarthy,james mccarthy,45333,2021-08-03,873,371,GB1,SC1,0.0,0.0,0.0,1.0,893.0,602.0,0,0,365.0,,,0,0,0,0,0,0,0,0,0
Joshua Zirkzee,joshua zirkzee,435648,2021-08-03,27,58,L1,BE1,0.0,0.9183673469387754,0.5616045237137366,,210.0,2254.0,1,0,365.0,,,0,0,1,0,0,0,0,0,0
Rocco Reitz,rocco reitz,467434,2021-08-03,18,475,L1,BE1,0.0,0.3341584158415841,0.3341584158415841,,61.0,808.0,1,0,365.0,,,0,0,0,0,0,0,0,0,0
Britt Assombalonga,britt assombalonga,186172,2021-08-01,641,3840,GB1,TR1,,0.6246385193753615,,,0.0,1729.0,1,0,365.0,,,0,0,0,0,0,0,0,0,0
Dylan Saint-Louis,dylan saint-louis,355370,2021-07-30,1095,7775,FR1,TR1,,0.5936675461741425,,,0.0,1516.0,1,0,365.0,,,0,0,0,0,0,0,0,0,0
Marc Cardona,marc cardona,443222,2021-07-30,331,1435,ES1,NL1,0.0,0.4067796610169492,0.4067796610169492,,50.0,885.0,1,0,365.0,,,0,0,0,0,0,0,0,0,0
Renat Dadashov,renat dadashov,335461,2021-07-29,543,7179,GB1,PO1,,0.25157232704402516,,,0.0,1431.0,1,0,365.0,,,0,0,0,0,0,0,0,0,0
Beni Baningime,beni baningime,399369,2021-07-29,29,43,GB1,SC1,,0.16666666666666669,,,0.0,2160.0,1,0,365.0,,,0,0,0,0,0,0,0,0,0
Patrick van Aanholt,patrick van aanholt,52119,2021-07-28,873,141,GB1,TR1,0.0482573726541555,0.1419931632921378,0.09373579063798229,0.0,1865.0,3803.0,0,0,365.0,,,0,0,0,0,0,0,0,0,0
Jorge Sáenz,jorge senz,340339,2021-07-28,1049,1301,ES1,PO1,,,,,0.0,0.0,1,0,365.0,,,0,0,0,0,0,0,0,1,1
Mehdi Boudjemaa,mehdi boudjemaa,496357,2021-07-27,855,7775,FR1,TR1,,0.05096262740656852,,,0.0,1766.0,1,0,365.0,,,0,0,0,0,0,0,0,0,0
Benjamin Stambouli,benjamin stambouli,127160,2021-07-26,33,3840,L1,TR1,0.0814111261872456,0.22022838499184338,0.13881725880459778,0.0,2211.0,2452.0,0,0,365.0,,,0,0,0,0,0,0,0,0,0
Sacha Boey,sacha boey,475413,2021-07-26,273,141,FR1,TR1,0.04522613065326633,0.05681818181818182,0.01159205116491549,0.0,1990.0,1584.0,0,0,365.0,,,0,0,0,0,0,0,0,0,0
Tin Jedvaj,tin jedvaj,206386,2021-07-24,15,932,L1,RU1,0.2132701421800948,0.07919049714034317,-0.13407964503975162,,422.0,2273.0,1,0,365.0,,,0,0,0,0,0,0,0,0,0
Thierry Ambrose,thierry ambrose,265763,2021-07-24,347,2861,FR1,BE1,0.1214574898785425,0.34497444633730834,0.22351695645876585,0.0,741.0,2348.0,0,0,365.0,,,0,0,0,0,0,0,0,0,0
Jens Odgaard,jens odgaard,345590,2021-07-24,6574,235,IT1,NL1,,0.5700447093889717,,,0.0,2684.0,1,0,365.0,,,0,0,0,0,0,0,0,0,0
Stanley Nsoki,stanley nsoki,371141,2021-07-24,417,2282,FR1,BE1,0.0665680473372781,0.0,-0.0665680473372781,1.0,1352.0,2664.0,0,0,365.0,,,0,0,0,0,0,0,0,0,0
Hamza Mendyl,hamza mendyl,447221,2021-07-24,33,2832,L1,TR1,0.0,0.2613746369796709,0.2613746369796709,,171.0,1033.0,1,0,365.0,,,0,0,0,0,0,0,0,0,0
Valentin Eysseric,valentin eysseric,126687,2021-07-23,430,10484,IT1,TR1,0.24500907441016334,0.6389020350212967,0.3938929606111334,0.0,1102.0,2113.0,0,0,365.0,,,0,0,0,0,0,0,0,0,0
Soualiho Meïté,soualiho met,164913,2021-07-23,416,294,IT1,PO1,0.12016021361815754,0.0,-0.12016021361815754,1.0,2247.0,1292.0,0,0,365.0,,,0,0,0,0,0,0,0,0,0
Jhon Córdoba,jhon crdoba,185245,2021-07-23,44,16704,L1,RU1,0.524951393389501,0.7765314926660914,0.2515800992765904,0.0,1543.0,1159.0,0,0,365.0,,,0,0,0,0,0,0,0,0,0
Badou Ndiaye,badou ndiaye,211325,2021-07-22,512,605,GB1,GR1,0.50199203187251,0.31995937023869986,-0.1820326616338101,1.0,1255.0,1969.0,0,0,365.0,,,0,0,0,0,0,0,0,0,0
Umut Bozok,umut bozok,259025,2021-07-22,1158,10484,FR1,TR1,0.0,0.9563164108618655,0.5616045237137366,,58.0,2541.0,1,0,365.0,,,0,0,1,0,0,0,0,0,0
Yann Gboho,yann gboho,463613,2021-07-22,273,499,FR1,NL1,0.0,0.25862068965517243,0.25862068965517243,,392.0,1392.0,1,0,365.0,,,0,0,0,0,0,0,0,0,0
Marko Grujić,marko gruji,222813,2021-07-20,31,720,GB1,PO1,0.13856812933025403,0.19108280254777069,0.052514673217516655,0.0,1299.0,1413.0,0,0,365.0,,,0,0,0,0,0,0,0,0,0
Rodrigo Guth,rodrigo guth,492313,2021-07-20,800,467,IT1,NL1,,0.048179871520342615,,,0.0,1868.0,1,0,365.0,,,0,0,0,0,0,0,0,0,0
Youssef Maziz,youssef maziz,481116,2021-07-19,347,2715,FR1,BE1,0.0,0.5435168738898757,0.5435168738898757,,254.0,2815.0,1,0,365.0,,,0,0,0,0,0,0,0,0,0
Lebogang Phiri,lebogang phiri,253316,2021-07-18,855,126,FR1,TR1,,0.1798201798201798,,,0.0,1001.0,1,0,365.0,,,0,0,0,0,0,0,0,0,0
Alireza Jahanbakhsh,alireza jahanbakhsh,213268,2021-07-17,1237,234,GB1,NL1,0.15151515151515152,0.5025380710659898,0.3510229195508383,0.0,594.0,1970.0,0,0,365.0,,,0,0,0,0,0,0,0,0,0
Sergio Araujo,sergio araujo,110366,2021-07-16,472,2441,ES1,GR1,,0.6449834619625138,,,0.0,1814.0,1,0,365.0,,,0,0,0,0,0,0,0,0,0
Benito Raman,benito raman,112930,2021-07-15,33,58,L1,BE1,0.3221188260558339,1.0244802172516936,0.5616045237137366,0.0,1397.0,1484.0,0,0,365.0,,,0,1,1,0,0,0,0,0,0
Rubén Pérez,rubn prez,113045,2021-07-14,1244,265,ES1,GR1,0.0,0.0,0.0,,90.0,2556.0,1,0,365.0,,,0,0,0,0,0,0,0,0,0
Markus Schubert,markus schubert,296741,2021-07-14,33,499,L1,NL1,,0.0,,,0.0,2116.0,1,0,365.0,,,0,0,0,0,0,0,0,0,0
Tomas Vaclik,tomas vaclik,64000,2021-07-13,368,683,ES1,GR1,0.0,0.0,0.0,1.0,750.0,3360.0,0,0,365.0,,,0,0,0,0,0,0,0,0,0
João Mário,joo mrio,149729,2021-07-13,46,294,IT1,PO1,0.2588996763754045,0.24866457911217535,-0.01023509726322916,0.0,2781.0,4493.5,0,0,365.0,,,0,0,0,0,0,1,0,0,0
Makana Baku,makana baku,336974,2021-07-13,269,1467,L1,TR1,,0.34005037783375314,,,0.0,794.0,1,0,365.0,,,0,0,0,0,0,0,0,0,0
Fabián Balbuena,fabin balbuena,285548,2021-07-09,379,121,GB1,RU1,0.0696594427244582,0.125,0.055340557275541796,0.0,1292.0,2880.0,0,0,365.0,,,0,0,0,0,0,0,0,0,0
Rúben Vinagre,rben vinagre,357158,2021-07-09,543,336,GB1,PO1,0.1197339246119734,0.13119533527696792,0.011461410664994523,0.0,2255.0,686.0,0,0,365.0,,,0,0,0,0,0,0,0,0,0
Mario Balotelli,mario balotelli,45146,2021-07-07,2919,3840,IT1,TR1,,0.9442060085836911,,,0.0,2097.0,1,0,365.0,,,0,0,0,0,0,0,0,0,0
Pichu Atienza,pichu atienza,59337,2021-07-07,142,6676,ES1,GR1,,0.0,,,0.0,1614.0,1,0,365.0,,,0,0,0,0,0,0,0,0,0
Scotty Sadzoute,scotty sadzoute,531338,2021-07-07,1082,2727,FR1,BE1,,,,,0.0,0.0,1,0,365.0,,,0,0,0,0,0,0,0,1,1
Hervé Koffi,herv koffi,415383,2021-07-06,1082,172,FR1,BE1,0.0,0.0,0.0,1.0,3420.0,2269.0,0,0,365.0,,,0,0,0,0,1,0,0,0,0
Cenk Özkacar,cenk zkacar,615350,2021-07-06,1041,2727,FR1,BE1,,0.0634920634920635,,,0.0,2835.0,1,0,365.0,,,0,0,0,0,0,0,0,0,0
Bruno Martins Indi,bruno martins indi,112052,2021-07-05,512,1090,GB1,NL1,0.10321100917431193,0.056179775280898875,-0.04703123389341306,1.0,2616.0,3204.0,0,0,365.0,,,0,0,0,0,0,0,0,0,0
John Lundstram,john lundstram,156941,2021-07-05,350,124,GB1,SC1,0.10550996483001171,0.12203389830508475,0.01652393347507304,0.0,2559.0,2950.0,0,0,365.0,,,0,0,0,0,0,0,0,0,0
Liam Kelly,liam kelly,208772,2021-07-05,1039,987,GB1,SC1,0.0,0.0,0.0,1.0,1500.0,3270.0,0,0,365.0,,,0,0,0,0,0,0,0,0,0
Kevin Diks,kevin diks,335209,2021-07-05,430,190,IT1,DK1,0.338855421686747,0.5706051873198847,0.23174976563313776,0.0,1328.0,1735.0,0,0,365.0,,,0,0,0,0,0,0,0,0,0
Ahmed Kutucu,ahmed kutucu,452084,2021-07-04,33,6890,L1,TR1,0.3643724696356275,,,,494.0,0.0,0,0,365.0,,,0,0,0,0,0,0,0,1,1
Victorien Angban,victorien angban,178314,2021-07-03,347,41231,FR1,RU1,0.05353955978584176,0.29126213592233013,0.23772257613648837,0.0,1681.0,1236.0,0,0,365.0,,,0,0,0,0,0,0,0,0,0
Racine Coly,racine coly,323379,2021-07-02,417,1465,FR1,PO1,0.21844660194174756,0.5263157894736842,0.3078691875319366,,412.0,171.0,1,0,365.0,,,0,0,0,0,0,0,0,1,1
Mickaël Biron,mickal biron,524860,2021-07-02,1159,2861,FR1,BE1,,,,,0.0,0.0,1,0,365.0,,,0,0,0,0,0,0,0,1,1
Victor Moses,victor moses,59866,2021-07-01,631,232,GB1,RU1,0.5380434782608696,0.2762854950115119,-0.26175798324935773,1.0,1840.0,2606.0,0,0,365.0,,,0,0,0,0,0,0,0,0,0
Davy Pröpper,davy prpper,79027,2021-07-01,1237,383,GB1,NL1,0.1325478645066274,0.0,-0.1325478645066274,,679.0,94.0,0,0,365.0,,,0,0,0,0,0,0,0,1,1
Serdar Dursun,serdar dursun,80059,2021-07-01,105,36,L1,TR1,,0.9115138592750534,,,0.0,1876.0,1,0,365.0,,,0,0,0,0,0,0,0,0,0
Nicolai Larsen,nicolai larsen,92248,2021-07-01,855,1177,FR1,DK1,,0.0,,,0.0,2160.0,1,0,365.0,,,0,0,0,0,0,0,0,0,0
Henrik Dalsgaard,henrik dalsgaard,93315,2021-07-01,1148,865,GB1,DK1,,0.030364372469635626,,,0.0,2964.0,1,0,365.0,,,0,0,0,0,0,0,0,0,0
