from_league,to_league,Position,sub_position,position,foot,GA90_pre,GA_pre,PreMinutes,transfer_fee,market_value_in_eur,market_value_in_eur_player,highest_market_value_in_eur,country_of_birth,country_of_citizenship,height_in_cm,transfer_date,date_of_birth,contract_expiration_date,DeclineFlag
PO1,FR1,FullBack,Right-Back,Defender,right,0.1088051581704614,6.0,4963.0,0.0,2500000.0,2000000.0,4000000.0,Mali,Mali,180.0,2022-01-31,1995-05-01 00:00:00,2026-06-30 00:00:00,0.0
DK1,L1,Forward,Centre-Forward,Attack,right,0.7742440041710115,33.0,3836.0,12000000.0,7000000.0,15000000.0,25000000.0,Denmark,Denmark,190.0,2022-01-31,1999-02-07 00:00:00,2026-06-30 00:00:00,1.0
RU1,IT1,Midfielder,Defensive Midfield,Midfield,left,0.4599659284497444,3.0,587.0,0.0,1200000.0,1800000.0,4000000.0,England,Norway,189.0,2022-01-31,1999-03-12 00:00:00,2027-06-30 00:00:00,1.0
L1,GB1,Forward,Centre-Forward,Attack,right,0.5990602975724354,17.0,2554.0,11000000.0,5000000.0,30000000.0,30000000.0,France,France,192.0,2022-01-31,1997-06-28 00:00:00,2026-06-30 00:00:00,1.0
IT1,GB1,AttMid_Winger,Attacking Midfield,Midfield,left,0.4821759736245621,26.0,4853.0,0.0,30000000.0,60000000.0,60000000.0,Sweden,Sweden,186.0,2022-01-31,2000-04-25 00:00:00,2028-06-30 00:00:00,0.0
BE1,IT1,FullBack,Left-Back,Defender,left,0.046071154338367,2.0,3907.0,0.0,1000000.0,3000000.0,3000000.0,New Zealand,New Zealand,183.0,2022-01-31,2000-09-27 00:00:00,2026-06-30 00:00:00,1.0
GB1,GB1,FullBack,Right-Back,Defender,right,0.2278481012658227,3.0,1185.0,0.0,8000000.0,20000000.0,20000000.0,Wales,Wales,183.0,2022-01-31,2001-04-13 00:00:00,2026-06-30 00:00:00,1.0
ES1,ES1,Midfielder,Central Midfield,Midfield,left,0.1551724137931034,3.0,1740.0,0.0,1000000.0,2800000.0,4500000.0,Spain,Spain,184.0,2022-01-31,1997-02-14 00:00:00,2027-06-30 00:00:00,0.0
FR1,FR1,AttMid_Winger,Right Midfield,Midfield,left,0.4402381965121225,23.0,4702.0,15000000.0,15000000.0,7000000.0,15000000.0,France,France,180.0,2022-01-31,1998-07-14 00:00:00,2025-06-30 00:00:00,0.0
FR1,FR1,AttMid_Winger,Right Midfield,Midfield,left,0.4402381965121225,23.0,4702.0,15000000.0,15000000.0,7000000.0,15000000.0,France,France,180.0,2022-01-31,1998-07-14 00:00:00,2025-06-30 00:00:00,0.0
PO1,,AttMid_Winger,Centre-Back,Defender,right,0.0213675213675213,1.0,4212.0,0.0,1500000.0,1200000.0,1500000.0,Brazil,Brazil,194.0,2022-01-31,1997-05-03 00:00:00,2027-06-30 00:00:00,0.0
RU1,L1,Forward,Centre-Forward,Attack,both,1.1279262236935446,53.0,4229.0,2500000.0,25000000.0,8000000.0,25000000.0,Iran,Iran,186.0,2022-01-30,1995-01-01 00:00:00,2027-06-30 00:00:00,1.0
BE1,GB1,Forward,Centre-Forward,Attack,both,1.1977186311787071,28.0,2104.0,7000000.0,5000000.0,22000000.0,28000000.0,Germany,Germany,179.0,2022-01-30,1996-07-19 00:00:00,2027-06-30 00:00:00,0.0
GB1,L1,Forward,Centre-Forward,Attack,right,0.5990602975724354,17.0,2554.0,0.0,5000000.0,30000000.0,30000000.0,France,France,192.0,2022-01-30,1997-06-28 00:00:00,2026-06-30 00:00:00,1.0
IT1,IT1,Midfielder,Defensive Midfield,Midfield,right,0.1053247513165594,2.0,1709.0,0.0,12000000.0,30000000.0,30000000.0,Italy,Italy,181.0,2022-01-30,2001-08-21 00:00:00,2028-06-30 00:00:00,0.0
PO1,GB1,AttMid_Winger,Left Winger,Attack,right,0.7273068971997745,43.0,5321.0,53000000.0,40000000.0,85000000.0,85000000.0,Colombia,Colombia,180.0,2022-01-30,1997-01-13 00:00:00,2027-06-30 00:00:00,1.0
FR1,GB1,Midfielder,Defensive Midfield,Midfield,right,0.2144899904671115,10.0,4196.0,42100000.0,30000000.0,80000000.0,85000000.0,Brazil,Brazil,182.0,2022-01-30,1997-11-16 00:00:00,2028-06-30 00:00:00,0.0
PO1,L1,AttMid_Winger,Centre-Forward,Attack,right,0.3296703296703296,9.0,2457.0,0.0,5000000.0,12000000.0,12000000.0,Portugal,Portugal,180.0,2022-01-30,2002-06-16 00:00:00,2027-06-30 00:00:00,0.0
IT1,IT1,CenterBack,Centre-Back,Defender,right,0.1298701298701298,2.0,1386.0,0.0,500000.0,400000.0,13000000.0,Argentina,Argentina,195.0,2022-01-29,1987-03-17 00:00:00,,1.0
GB1,ES1,AttMid_Winger,Right Winger,Attack,right,0.1796765821521261,10.0,5009.0,0.0,28000000.0,10000000.0,40000000.0,Spain,Spain,178.0,2022-01-29,1996-01-25 00:00:00,2025-06-30 00:00:00,0.0
L1,IT1,Midfielder,Central Midfield,Midfield,right,0.3945445689235266,18.0,4106.0,0.0,11000000.0,18000000.0,22000000.0,Germany,Germany,180.0,2022-01-29,1996-10-27 00:00:00,2028-06-30 00:00:00,0.0
IT1,IT1,AttMid_Winger,Attacking Midfield,Midfield,both,0.5329385640266469,16.0,2702.0,0.0,5000000.0,2500000.0,25000000.0,Italy,Italy,174.0,2022-01-28,1992-07-12 00:00:00,2025-06-30 00:00:00,0.0
IT1,IT1,Midfielder,Central Midfield,Midfield,right,0.0994475138121547,1.0,905.0,0.0,8000000.0,1500000.0,30000000.0,Italy,Italy,168.0,2022-01-28,1995-08-05 00:00:00,2025-06-30 00:00:00,0.0
IT1,IT1,Forward,Centre-Forward,Attack,left,0.7618080243778568,50.0,5907.0,83500000.0,70000000.0,45000000.0,85000000.0,Yugoslavia (Republic),Serbia,190.0,2022-01-28,2000-01-28 00:00:00,2026-06-30 00:00:00,0.0
L1,ES1,Midfielder,Central Midfield,Midfield,right,0.4657179818887452,4.0,773.0,0.0,20000000.0,4000000.0,25000000.0,Guinea,Guinea,185.0,2022-01-28,2003-01-19 00:00:00,2025-06-30 00:00:00,1.0
GB1,ES1,Forward,Centre-Forward,Attack,right,0.752868068833652,35.0,4184.0,0.0,32000000.0,9000000.0,65000000.0,France,France,181.0,2022-01-25,1995-12-05 00:00:00,2027-06-30 00:00:00,1.0
,IT1,AttMid_Winger,Central Midfield,Midfield,right,0.5172413793103449,5.0,870.0,0.0,3500000.0,10000000.0,11000000.0,Switzerland,Switzerland,183.0,2022-01-25,1997-01-06 00:00:00,2027-06-30 00:00:00,1.0
IT1,IT1,FullBack,Right-Back,Defender,right,0.0,0.0,1369.0,0.0,1500000.0,3000000.0,5000000.0,Italy,Italy,183.0,2022-01-25,1995-07-27 00:00:00,2027-06-30 00:00:00,0.0
IT1,IT1,Forward,Centre-Forward,Attack,right,0.6964746345657781,9.0,1163.0,0.0,4000000.0,8000000.0,8000000.0,Italy,Italy,190.0,2022-01-25,2001-01-27 00:00:00,2025-06-30 00:00:00,1.0
IT1,IT1,Forward,Centre-Forward,Attack,right,0.6964746345657781,9.0,1163.0,0.0,4000000.0,8000000.0,8000000.0,Italy,Italy,190.0,2022-01-25,2001-01-27 00:00:00,2025-06-30 00:00:00,1.0
IT1,IT1,GoalKeeper,Goalkeeper,Goalkeeper,left,0.0,0.0,4590.0,0.0,1400000.0,500000.0,6000000.0,Italy,Italy,185.0,2022-01-24,1991-05-08 00:00:00,2026-06-30 00:00:00,1.0
GB1,,AttMid_Winger,Centre-Forward,Attack,right,0.2051048313582497,5.0,2194.0,0.0,5000000.0,1800000.0,12000000.0,Scotland,Scotland,188.0,2022-01-21,1997-04-07 00:00:00,2025-06-30 00:00:00,0.0
GB1,IT1,CenterBack,Centre-Back,Defender,left,0.0545454545454545,1.0,1650.0,0.0,5000000.0,3500000.0,7000000.0,Spain,Spain,193.0,2022-01-20,1993-08-31 00:00:00,2027-06-30 00:00:00,0.0
ES1,ES1,Midfielder,Central Midfield,Midfield,right,0.1222493887530562,5.0,3681.0,0.0,3000000.0,1500000.0,10000000.0,Spain,Spain,180.0,2022-01-20,1991-05-01 00:00:00,2026-06-30 00:00:00,0.0
L1,,CenterBack,Centre-Back,Defender,right,0.046801872074883,1.0,1923.0,900000.0,2500000.0,1000000.0,10000000.0,Spain,Spain,182.0,2022-01-18,1997-04-17 00:00:00,2025-06-30 00:00:00,1.0
RU1,ES1,Midfielder,Central Midfield,Midfield,left,0.2471848393298544,10.0,3641.0,0.0,7500000.0,1500000.0,14000000.0,Netherlands,Netherlands,175.0,2022-01-17,1995-01-03 00:00:00,2025-06-30 00:00:00,1.0
IT1,IT1,CenterBack,Centre-Back,Defender,right,0.0400890868596882,1.0,2245.0,0.0,4500000.0,3000000.0,5000000.0,Italy,Italy,192.0,2022-01-16,1995-10-04 00:00:00,2025-06-30 00:00:00,1.0
RU1,TR1,FullBack,Right-Back,Defender,right,0.0,0.0,489.0,0.0,1000000.0,500000.0,2000000.0,France,Algeria,176.0,2022-01-14,1992-05-19 00:00:00,,0.0
GB1,GB1,Forward,Centre-Forward,Attack,right,0.4404855129209084,25.0,5108.0,30000000.0,6000000.0,10000000.0,18000000.0,New Zealand,New Zealand,191.0,2022-01-13,1991-12-07 00:00:00,2027-06-30 00:00:00,0.0
GB1,GB1,Forward,Centre-Forward,Attack,right,0.4404855129209084,25.0,5108.0,30000000.0,6000000.0,10000000.0,18000000.0,New Zealand,New Zealand,191.0,2022-01-13,1991-12-07 00:00:00,2027-06-30 00:00:00,0.0
GB1,GB1,FullBack,Left-Back,Defender,left,0.1680358476474981,10.0,5356.0,30000000.0,30000000.0,12000000.0,35000000.0,France,France,178.0,2022-01-13,1993-07-20 00:00:00,2026-06-30 00:00:00,0.0
IT1,ES1,Forward,Centre-Forward,Attack,right,0.7233924611973392,29.0,3608.0,0.0,10000000.0,9000000.0,15000000.0,Spain,Spain,182.0,2022-01-13,1997-04-05 00:00:00,2027-06-30 00:00:00,1.0
IT1,ES1,Midfielder,Central Midfield,Midfield,right,0.0296150049358341,1.0,3039.0,0.0,10000000.0,3000000.0,15000000.0,Spain,Spain,181.0,2022-01-13,1998-03-23 00:00:00,2027-06-30 00:00:00,0.0
IT1,ES1,Midfielder,Central Midfield,Midfield,right,0.0296150049358341,1.0,3039.0,0.0,10000000.0,3000000.0,15000000.0,Spain,Spain,181.0,2022-01-13,1998-03-23 00:00:00,2027-06-30 00:00:00,0.0
BE1,GB1,Midfielder,Defensive Midfield,Midfield,right,0.238095238095238,2.0,756.0,0.0,4500000.0,80000000.0,90000000.0,Ecuador,Ecuador,178.0,2022-01-12,2001-11-02 00:00:00,2031-06-30 00:00:00,1.0
L1,L1,CenterBack,Centre-Back,Defender,right,0.1298076923076923,9.0,6240.0,5500000.0,10000000.0,3500000.0,10000000.0,Germany,Germany,193.0,2022-01-11,1995-12-13 00:00:00,2026-06-30 00:00:00,1.0
DK1,FR1,Midfielder,Defensive Midfield,Midfield,right,0.0651465798045602,2.0,2763.0,10000000.0,5000000.0,12000000.0,12000000.0,Sweden,Sweden,188.0,2022-01-10,1999-08-10 00:00:00,2025-06-30 00:00:00,0.0
ES1,GB1,AttMid_Winger,Attacking Midfield,Midfield,right,0.5518867924528302,13.0,2120.0,0.0,18000000.0,7500000.0,150000000.0,Brazil,Brazil,172.0,2022-01-07,1992-06-12 00:00:00,2025-06-30 00:00:00,1.0
ES1,GB1,FullBack,Right-Back,Defender,right,0.1179554390563564,7.0,5341.0,14000000.0,18000000.0,5000000.0,35000000.0,England,England,173.0,2022-01-07,1990-09-19 00:00:00,2026-06-30 00:00:00,0.0
GB1,IT1,FullBack,Right-Back,Defender,right,0.0576368876080691,2.0,3123.0,0.0,12000000.0,10000000.0,18000000.0,England,England,180.0,2022-01-07,1997-08-29 00:00:00,2027-06-30 00:00:00,0.0
FR1,,FullBack,Left Winger,Attack,both,0.1978021978021978,1.0,455.0,0.0,1200000.0,4000000.0,4000000.0,Algeria,Algeria,168.0,2022-01-07,1997-07-13 00:00:00,2025-06-30 00:00:00,1.0
,FR1,Midfielder,Defensive Midfield,Midfield,left,0.0,0.0,1658.0,,1800000.0,8000000.0,20000000.0,France,Algeria,187.0,2022-01-06,1994-11-24 00:00:00,2026-06-30 00:00:00,0.0
ES1,ES1,Midfielder,Central Midfield,Midfield,right,0.0,0.0,2923.0,0.0,2000000.0,1500000.0,5000000.0,Spain,Spain,176.0,2022-01-06,1997-03-16 00:00:00,2026-06-30 00:00:00,0.0
FR1,FR1,GoalKeeper,Goalkeeper,Goalkeeper,left,0.0,0.0,5490.0,0.0,10000000.0,2200000.0,10000000.0,France,France,193.0,2022-01-05,1997-04-18 00:00:00,2026-06-30 00:00:00,1.0
IT1,ES1,Midfielder,Central Midfield,Midfield,right,0.1204013377926421,2.0,1495.0,0.0,2000000.0,1500000.0,5000000.0,Argentina,Argentina,182.0,2022-01-04,1993-03-27 00:00:00,2026-06-30 00:00:00,0.0
IT1,ES1,Midfielder,Central Midfield,Midfield,right,0.1204013377926421,2.0,1495.0,0.0,2000000.0,1500000.0,5000000.0,Argentina,Argentina,182.0,2022-01-04,1993-03-27 00:00:00,2026-06-30 00:00:00,0.0
SC1,GB1,FullBack,Right-Back,Defender,right,0.2102803738317757,3.0,1284.0,14000000.0,3000000.0,15000000.0,16000000.0,Scotland,Scotland,189.0,2022-01-04,2001-10-16 00:00:00,2027-06-30 00:00:00,1.0
,RU1,AttMid_Winger,Centre-Forward,Attack,right,0.6797583081570997,5.0,662.0,7500000.0,4000000.0,3500000.0,4000000.0,Norway,Norway,185.0,2022-01-03,2000-01-10 00:00:00,2027-12-31 00:00:00,1.0
IT1,IT1,CenterBack,Centre-Back,Defender,right,0.051783659378596,1.0,1738.0,0.0,7000000.0,4000000.0,7000000.0,Italy,Italy,188.0,2022-01-03,2000-02-14 00:00:00,2025-06-30 00:00:00,1.0
IT1,FR1,FullBack,Right-Back,Defender,right,0.091743119266055,3.0,2943.0,0.0,3000000.0,1200000.0,5000000.0,Belgium,Belgium,182.0,2022-01-02,1999-10-14 00:00:00,2025-06-30 00:00:00,1.0
UKR1,GB1,FullBack,Left-Back,Defender,left,0.1813518959516395,11.0,5459.0,23500000.0,17000000.0,28000000.0,28000000.0,Ukraine,Ukraine,180.0,2022-01-01,1999-05-29 00:00:00,2026-06-30 00:00:00,1.0
,ES1,GoalKeeper,Goalkeeper,Goalkeeper,left,0.0,0.0,540.0,3850000.0,3000000.0,30000000.0,45000000.0,Georgia,Georgia,197.0,2022-01-01,2000-09-29 00:00:00,2025-06-30 00:00:00,1.0
ES1,,GoalKeeper,Goalkeeper,Goalkeeper,left,0.0,0.0,540.0,0.0,3000000.0,30000000.0,45000000.0,Georgia,Georgia,197.0,2021-12-31,2000-09-29 00:00:00,2025-06-30 00:00:00,1.0
IT1,,Midfielder,Central Midfield,Midfield,right,0.3260869565217391,12.0,3312.0,,15000000.0,6000000.0,100000000.0,Denmark,Denmark,182.0,2021-12-17,1992-02-14 00:00:00,2025-06-30 00:00:00,0.0
,ES1,FullBack,Right-Back,Defender,right,0.2405039129604886,14.0,5239.0,,20000000.0,3700000.0,20000000.0,Cote d'Ivoire,Cote d'Ivoire,176.0,2021-10-04,1992-12-24 00:00:00,,1.0
FR1,FR1,Forward,Centre-Forward,Attack,right,0.3939514524472742,11.0,2513.0,0.0,4500000.0,2500000.0,15000000.0,France,Senegal,188.0,2021-09-24,1994-12-19 00:00:00,,0.0
IT1,TR1,AttMid_Winger,Left Winger,Attack,right,0.3573200992555831,8.0,2015.0,0.0,6000000.0,2200000.0,10000000.0,Cote d'Ivoire,France,184.0,2021-09-06,1998-07-08 00:00:00,2025-06-30 00:00:00,0.0
TR1,ES1,Forward,Centre-Forward,Attack,right,0.8571428571428572,22.0,2310.0,0.0,2200000.0,800000.0,60000000.0,Colombia,Colombia,177.0,2021-09-04,1986-02-10 00:00:00,2024-12-31 00:00:00,1.0
IT1,IT1,AttMid_Winger,Left Winger,Attack,right,0.1742497579864472,2.0,1033.0,0.0,2500000.0,1400000.0,5000000.0,Italy,Italy,171.0,2021-08-31,1994-06-14 00:00:00,2026-06-30 00:00:00,0.0
ES1,ES1,Forward,Centre-Forward,Attack,left,0.5179856115107914,24.0,4170.0,0.0,3000000.0,500000.0,17000000.0,Spain,Spain,180.0,2021-08-31,1988-09-10 00:00:00,2025-06-30 00:00:00,1.0
FR1,PO1,AttMid_Winger,Right Winger,Attack,left,0.7129996398991718,22.0,2777.0,0.0,25000000.0,7000000.0,40000000.0,Spain,Spain,174.0,2021-08-31,1992-05-11 00:00:00,2025-06-30 00:00:00,0.0
FR1,PO1,AttMid_Winger,Right Winger,Attack,left,0.7129996398991718,22.0,2777.0,0.0,25000000.0,7000000.0,40000000.0,Spain,Spain,174.0,2021-08-31,1992-05-11 00:00:00,2025-06-30 00:00:00,0.0
IT1,IT1,Forward,Centre-Forward,Attack,right,0.8990435706695005,47.0,4705.0,0.0,5000000.0,1000000.0,7500000.0,Italy,Italy,181.0,2021-08-31,1987-08-06 00:00:00,,1.0
IT1,IT1,Forward,Centre-Forward,Attack,right,0.8990435706695005,47.0,4705.0,0.0,5000000.0,1000000.0,7500000.0,Italy,Italy,181.0,2021-08-31,1987-08-06 00:00:00,,1.0
L1,L1,FullBack,Right-Back,Defender,right,0.0847457627118644,2.0,2124.0,0.0,3000000.0,5000000.0,14000000.0,Germany,Germany,177.0,2021-08-31,1994-04-21 00:00:00,,0.0
ES1,ES1,Forward,Centre-Forward,Attack,left,0.5960264900662252,49.0,7399.0,0.0,60000000.0,22000000.0,150000000.0,France,France,176.0,2021-08-31,1991-03-21 00:00:00,2026-06-30 00:00:00,0.0
GB1,,FullBack,Right-Back,Defender,right,0.243682310469314,15.0,5540.0,,20000000.0,3700000.0,20000000.0,Cote d'Ivoire,Cote d'Ivoire,176.0,2021-08-31,1992-12-24 00:00:00,,1.0
GB1,IT1,Midfielder,Central Midfield,Midfield,right,0.2458056964494732,7.0,2563.0,0.0,18000000.0,3000000.0,25000000.0,Belgium,Belgium,181.0,2021-08-31,1994-05-14 00:00:00,2026-06-30 00:00:00,0.0
IT1,IT1,AttMid_Winger,Second Striker,Attack,right,0.4571428571428571,16.0,3150.0,0.0,6000000.0,1500000.0,10000000.0,Italy,Italy,171.0,2021-08-31,1993-07-30 00:00:00,2026-06-30 00:00:00,0.0
ES1,GB1,Midfielder,Central Midfield,Midfield,left,0.1426718547341115,11.0,6939.0,0.0,40000000.0,3500000.0,90000000.0,Spain,Spain,184.0,2021-08-31,1994-11-21 00:00:00,2025-06-30 00:00:00,0.0
,ES1,Forward,Centre-Forward,Attack,right,0.3321033210332103,2.0,542.0,0.0,1800000.0,100000.0,12000000.0,Brazil,Portugal,189.0,2021-08-31,1989-09-14 00:00:00,2025-06-30 00:00:00,1.0
SC1,GB1,AttMid_Winger,Defensive Midfield,Midfield,left,0.7164518574677786,42.0,5276.0,2900000.0,7000000.0,12000000.0,12000000.0,Scotland,Scotland,178.0,2021-08-31,1995-02-22 00:00:00,2027-06-30 00:00:00,1.0
L1,L1,CenterBack,Defensive Midfield,Midfield,right,0.0847856806406029,2.0,2123.0,0.0,5000000.0,3500000.0,8000000.0,Switzerland,Switzerland,187.0,2021-08-31,1996-04-15 00:00:00,2025-06-30 00:00:00,0.0
L1,L1,CenterBack,Centre-Back,Defender,right,0.1039861351819757,2.0,1731.0,0.0,8500000.0,10000000.0,10000000.0,Germany,Croatia,193.0,2021-08-31,1997-09-11 00:00:00,2029-06-30 00:00:00,1.0
IT1,IT1,AttMid_Winger,Left Winger,Attack,right,0.4436119873817034,25.0,5072.0,0.0,15000000.0,20000000.0,30000000.0,Italy,Italy,177.0,2021-08-31,1995-06-16 00:00:00,2029-06-30 00:00:00,0.0
ES1,GB1,FullBack,Left-Back,Defender,left,0.1318488133606797,10.0,6826.0,18000000.0,20000000.0,30000000.0,55000000.0,Spain,Spain,173.0,2021-08-31,1998-07-22 00:00:00,2028-06-30 00:00:00,1.0
L1,IT1,AttMid_Winger,Left Winger,Attack,right,0.4629836725564751,23.0,4471.0,0.0,12000000.0,3400000.0,15000000.0,Croatia,Croatia,175.0,2021-08-31,1998-06-23 00:00:00,2025-06-30 00:00:00,1.0
L1,IT1,AttMid_Winger,Left Winger,Attack,right,0.4629836725564751,23.0,4471.0,0.0,12000000.0,3400000.0,15000000.0,Croatia,Croatia,175.0,2021-08-31,1998-06-23 00:00:00,2025-06-30 00:00:00,1.0
RU1,GB1,AttMid_Winger,Attacking Midfield,Midfield,right,0.5591000671591673,37.0,5956.0,30000000.0,30000000.0,8000000.0,30000000.0,Croatia,Croatia,179.0,2021-08-31,1997-10-04 00:00:00,2027-06-30 00:00:00,1.0
GB1,FR1,Forward,Centre-Forward,Attack,right,0.3216838760921366,9.0,2518.0,0.0,1000000.0,600000.0,5000000.0,Cape Verde,Cape Verde,184.0,2021-08-31,1991-02-10 00:00:00,2025-06-30 00:00:00,0.0
NL1,FR1,Midfielder,Defensive Midfield,Midfield,right,0.0,0.0,3868.0,4000000.0,5000000.0,10000000.0,13000000.0,Netherlands,Netherlands,173.0,2021-08-31,1998-04-28 00:00:00,2028-06-30 00:00:00,0.0
BE1,NL1,Forward,Centre-Forward,Attack,right,0.9034974093264247,31.0,3088.0,0.0,3000000.0,4000000.0,6000000.0,Belgium,Nigeria,185.0,2021-08-31,1994-12-08 00:00:00,2027-05-31 00:00:00,1.0
IT1,GB1,FullBack,Right-Back,Defender,right,0.1020793950850661,6.0,5290.0,18600000.0,20000000.0,25000000.0,35000000.0,Japan,Japan,188.0,2021-08-31,1998-11-05 00:00:00,2026-06-30 00:00:00,0.0
RU1,GB1,Midfielder,Central Midfield,Midfield,right,0.1130653266331658,6.0,4776.0,0.0,10000000.0,6000000.0,10000000.0,Slovakia,Czech Republic,186.0,2021-08-31,1998-05-19 00:00:00,2025-06-30 00:00:00,1.0
GB1,NL1,AttMid_Winger,Right Winger,Attack,right,0.4376012965964344,6.0,1234.0,0.0,9000000.0,18000000.0,18000000.0,England,England,175.0,2021-08-31,1999-12-10 00:00:00,2025-06-30 00:00:00,0.0
FR1,FR1,AttMid_Winger,Right Winger,Attack,left,0.4927007299270073,12.0,2192.0,1500000.0,4500000.0,8000000.0,10000000.0,France,France,172.0,2021-08-31,1996-03-29 00:00:00,2027-06-30 00:00:00,0.0
FR1,BE1,AttMid_Winger,Left-Back,Defender,left,0.1741935483870967,6.0,3100.0,4000000.0,12000000.0,4000000.0,13000000.0,France,France,170.0,2021-08-31,1998-07-06 00:00:00,2025-06-30 00:00:00,0.0
GB1,IT1,Forward,Centre-Forward,Attack,right,0.6382978723404256,21.0,2961.0,0.0,35000000.0,40000000.0,40000000.0,Italy,Italy,183.0,2021-08-31,2000-02-28 00:00:00,2029-06-30 00:00:00,0.0
L1,GB1,AttMid_Winger,Second Striker,Attack,right,0.2305475504322766,8.0,3123.0,0.0,11000000.0,60000000.0,60000000.0,England,Nigeria,174.0,2021-08-31,1997-10-20 00:00:00,2026-06-30 00:00:00,0.0
,IT1,CenterBack,Centre-Back,Defender,left,0.0,0.0,720.0,2400000.0,400000.0,22000000.0,30000000.0,Poland,Poland,189.0,2021-08-31,2000-02-15 00:00:00,2028-06-30 00:00:00,0.0
,IT1,CenterBack,Centre-Back,Defender,left,0.0,0.0,720.0,2400000.0,400000.0,22000000.0,30000000.0,Poland,Poland,189.0,2021-08-31,2000-02-15 00:00:00,2028-06-30 00:00:00,0.0
IT1,IT1,AttMid_Winger,Right Winger,Attack,left,0.3827460510328068,14.0,3292.0,0.0,3500000.0,2000000.0,6500000.0,Brazil,Brazil,174.0,2021-08-31,1991-05-13 00:00:00,2025-06-30 00:00:00,0.0
PO1,NL1,Forward,Centre-Forward,Attack,left,1.1048158640226629,39.0,3177.0,0.0,18000000.0,4000000.0,20000000.0,Brazil,Brazil,190.0,2021-08-31,1995-03-25 00:00:00,2025-06-30 00:00:00,1.0
ES1,ES1,Forward,Centre-Forward,Attack,left,0.5872756933115824,4.0,613.0,0.0,5000000.0,10000000.0,16000000.0,Spain,Spain,177.0,2021-08-31,1999-11-10 00:00:00,2028-06-30 00:00:00,1.0
FR1,FR1,Forward,Centre-Forward,Attack,right,0.7831762146482959,12.0,1379.0,0.0,10000000.0,20000000.0,25000000.0,France,France,175.0,2021-08-31,2002-01-20 00:00:00,2027-06-30 00:00:00,1.0
PO1,IT1,Forward,Centre-Forward,Attack,right,0.5766920304365238,16.0,2497.0,0.0,5000000.0,20000000.0,25000000.0,Portugal,Guinea-Bissau,194.0,2021-08-31,1998-01-31 00:00:00,2027-06-30 00:00:00,0.0
PO1,FR1,FullBack,Left-Back,Defender,left,0.101010101010101,4.0,3564.0,0.0,40000000.0,55000000.0,65000000.0,Portugal,Portugal,183.0,2021-08-31,2002-06-19 00:00:00,2029-06-30 00:00:00,0.0
ES1,L1,Midfielder,Central Midfield,Midfield,right,0.5349182763744428,4.0,673.0,16000000.0,25000000.0,4000000.0,25000000.0,Guinea,Guinea,185.0,2021-08-31,2003-01-19 00:00:00,2025-06-30 00:00:00,1.0
FR1,ES1,Midfielder,Central Midfield,Midfield,left,0.1100244498777506,6.0,4908.0,31000000.0,55000000.0,70000000.0,100000000.0,Angola,France,182.0,2021-08-31,2002-11-10 00:00:00,2029-06-30 00:00:00,0.0
GB1,,AttMid_Winger,Left Winger,Attack,right,0.4830362277170787,28.0,5217.0,0.0,9000000.0,1000000.0,50000000.0,Brazil,Brazil,175.0,2021-08-30,1988-08-09 00:00:00,2025-06-30 00:00:00,0.0
ES1,ES1,Midfielder,Centre-Forward,Attack,right,0.2046617396247868,4.0,1759.0,,1500000.0,1400000.0,5000000.0,Spain,Spain,185.0,2021-08-30,1992-06-01 00:00:00,2026-06-30 00:00:00,0.0
L1,L1,Midfielder,Central Midfield,Midfield,right,0.5358004827031376,37.0,6215.0,15000000.0,42000000.0,10000000.0,42000000.0,Austria,Austria,178.0,2021-08-30,1994-03-17 00:00:00,2027-06-30 00:00:00,1.0
L1,L1,Midfielder,Central Midfield,Midfield,right,0.5358004827031376,37.0,6215.0,15000000.0,42000000.0,10000000.0,42000000.0,Austria,Austria,178.0,2021-08-30,1994-03-17 00:00:00,2027-06-30 00:00:00,1.0
IT1,IT1,Midfielder,Central Midfield,Midfield,right,0.3120665742024965,5.0,1442.0,0.0,2300000.0,650000.0,4000000.0,France,Morocco,183.0,2021-08-30,1991-08-07 00:00:00,2025-06-30 00:00:00,1.0
ES1,ES1,FullBack,Right-Back,Defender,right,0.1357978121463598,8.0,5302.0,2500000.0,3500000.0,2000000.0,4000000.0,France,Guadeloupe,183.0,2021-08-30,1993-03-23 00:00:00,2025-06-30 00:00:00,1.0
NL1,IT1,Midfielder,Attacking Midfield,Midfield,left,0.5648535564853556,42.0,6692.0,14000000.0,16500000.0,40000000.0,55000000.0,Netherlands,Netherlands,184.0,2021-08-30,1998-02-28 00:00:00,2029-06-30 00:00:00,1.0
L1,GB1,CenterBack,Centre-Back,Defender,right,0.0835654596100278,4.0,4308.0,0.0,25000000.0,7500000.0,32000000.0,Türkiye,Türkiye,187.0,2021-08-30,2000-03-25 00:00:00,2026-06-30 00:00:00,0.0
FR1,FR1,CenterBack,Centre-Back,Defender,right,0.0694444444444444,1.0,1296.0,1500000.0,3500000.0,6000000.0,7500000.0,France,France,194.0,2021-08-30,1997-01-22 00:00:00,2027-06-30 00:00:00,0.0
FR1,IT1,FullBack,Right-Back,Defender,right,0.0,0.0,722.0,2000000.0,7000000.0,2000000.0,10000000.0,France,France,180.0,2021-08-30,2002-02-21 00:00:00,2026-06-30 00:00:00,0.0
